"Time (s) Run #1";"Position (m) Run #1";"Velocity (m/s) Run #1";"Acceleration (m/s²) Run #1"
5,750;0,55;0,08;-1,12
5,800;0,55;0,02;-1,15
5,850;0,55;-0,03;-1,14
5,900;0,55;-0,09;-1,10
5,950;0,54;-0,15;-1,03
6,000;0,53;-0,20;-0,92
6,050;0,52;-0,24;-0,78
6,100;0,51;-0,27;-0,61
6,150;0,49;-0,30;-0,42
6,200;0,48;-0,32;-0,21
6,250;0,46;-0,32;0,00
6,300;0,45;-0,32;0,23
6,350;0,43;-0,30;0,45
6,400;0,42;-0,27;0,65
6,450;0,40;-0,23;0,81
6,500;0,39;-0,19;0,92
6,550;0,38;-0,14;1,01
6,600;0,38;-0,09;1,11
6,650;0,38;-0,03;1,17
6,700;0,38;0,03;1,17
6,750;0,38;0,09;1,10
6,800;0,38;0,14;1,01
6,850;0,39;0,19;0,91
6,900;0,40;0,23;0,81
6,950;0,42;0,27;0,65
7,000;0,43;0,30;0,44
7,050;0,45;0,32;0,22
7,100;0,46;0,32;-0,01
7,150;0,48;0,32;-0,23
7,200;0,50;0,30;-0,43
7,250;0,51;0,27;-0,61
7,300;0,52;0,24;-0,78
7,350;0,53;0,19;-0,92
7,400;0,54;0,14;-1,03
7,450;0,55;0,09;-1,10
7,500;0,55;0,03;-1,14
7,550;0,55;-0,03;-1,15
7,600;0,55;-0,08;-1,11
7,650;0,54;-0,14;-1,04
7,700;0,53;-0,19;-0,93
7,750;0,52;-0,23;-0,80
7,800;0,51;-0,27;-0,64
7,850;0,50;-0,30;-0,45
7,900;0,48;-0,31;-0,25
7,950;0,47;-0,32;-0,04
8,000;0,45;-0,32;0,19
8,050;0,43;-0,30;0,42
8,100;0,42;-0,28;0,64
8,150;0,40;-0,24;0,80
8,200;0,39;-0,19;0,90
8,250;0,39;-0,15;0,98
8,300;0,38;-0,10;1,08
8,350;0,38;-0,04;1,16
8,400;0,38;0,02;1,17
8,450;0,38;0,08;1,09
8,500;0,38;0,13;0,99
8,550;0,39;0,18;0,91
8,600;0,40;0,22;0,83
8,650;0,41;0,27;0,70
8,700;0,43;0,30;0,49
8,750;0,44;0,32;0,25
8,800;0,46;0,32;0,02
8,850;0,48;0,32;-0,19
8,900;0,49;0,30;-0,39
8,950;0,51;0,28;-0,58
9,000;0,52;0,24;-0,75
9,050;0,53;0,20;-0,90
9,100;0,54;0,15;-1,01
9,150;0,55;0,10;-1,09
9,200;0,55;0,04;-1,13
9,250;0,55;-0,02;-1,14
9,300;0,55;-0,07;-1,11
9,350;0,54;-0,13;-1,05
9,400;0,54;-0,18;-0,95
9,450;0,53;-0,22;-0,81
9,500;0,51;-0,26;-0,66
9,550;0,50;-0,29;-0,48
9,600;0,48;-0,31;-0,28
9,650;0,47;-0,32;-0,07
9,700;0,45;-0,32;0,15
9,750;0,44;-0,30;0,38
9,800;0,42;-0,28;0,60
9,850;0,41;-0,24;0,76
9,900;0,40;-0,20;0,88
9,950;0,39;-0,15;0,97
10,000;0,38;-0,10;1,07
10,050;0,38;-0,05;1,14
10,100;0,38;0,01;1,16
10,150;0,38;0,07;1,11
10,200;0,38;0,12;1,03
10,250;0,39;0,17;0,94
10,300;0,40;0,22;0,84
10,350;0,41;0,26;0,69
10,400;0,43;0,29;0,50
10,450;0,44;0,31;0,29
10,500;0,46;0,32;0,06
10,550;0,47;0,32;-0,16
10,600;0,49;0,30;-0,36
10,650;0,51;0,28;-0,56
10,700;0,52;0,25;-0,72
10,750;0,53;0,21;
10,800;0,54;0,16;
10,850;0,55;;
