"Time (s) Run #1";"Position (m) Run #1";"Velocity (m/s) Run #1";"Acceleration (m/s²) Run #1"
10,050;0,62;0,52;-2,05
10,100;0,64;0,41;-2,32
10,150;0,66;0,29;-2,53
10,200;0,67;0,15;-2,67
10,250;0,68;0,02;-2,73
10,300;0,67;-0,12;-2,69
10,350;0,66;-0,25;-2,57
10,400;0,65;-0,38;-2,38
10,450;0,63;-0,49;-2,13
10,500;0,60;-0,60;-1,80
10,550;0,57;-0,68;-1,41
10,600;0,53;-0,74;-0,94
10,650;0,49;-0,78;-0,41
10,700;0,45;-0,78;0,13
10,750;0,41;-0,76;0,62
10,800;0,38;-0,72;1,04
10,850;0,34;-0,65;1,47
10,900;0,31;-0,57;1,91
10,950;0,28;-0,46;2,35
11,000;0,26;-0,34;2,73
11,050;0,25;-0,18;2,89
11,100;0,24;-0,03;2,88
11,150;0,25;0,10;2,81
11,200;0,25;0,24;2,78
11,250;0,27;0,38;2,65
11,300;0,29;0,52;2,27
11,350;0,32;0,62;1,70
11,400;0,36;0,69;
11,450;0,39;0,73;
11,500;0,43;;
