"Time (s) Run #1";"Position (m) Run #1";"Velocity (m/s) Run #1";"Acceleration (m/s²) Run #1"
9,350;0,53;-0,57;-0,97
9,400;0,50;-0,61;-0,58
9,450;0,47;-0,63;-0,14
9,500;0,44;-0,62;0,30
9,550;0,41;-0,60;0,71
9,600;0,38;-0,55;1,06
9,650;0,35;-0,49;1,39
9,700;0,33;-0,41;1,69
9,750;0,31;-0,32;1,95
9,800;0,30;-0,22;2,13
9,850;0,29;-0,10;2,26
9,900;0,29;0,01;2,36
9,950;0,29;0,13;2,35
10,000;0,30;0,25;2,25
10,050;0,32;0,36;1,97
10,100;0,34;0,46;1,55
10,150;0,36;0,52;1,11
10,200;0,39;0,56;0,78
10,250;0,42;0,59;0,53
10,300;0,45;0,62;0,21
10,350;0,48;0,62;-0,22
10,400;0,51;0,60;-0,69
10,450;0,54;0,55;-1,09
10,500;0,57;0,49;-1,42
10,550;0,59;0,41;-1,70
10,600;0,61;0,31;-1,92
10,650;0,62;0,21;-2,07
10,700;0,63;0,10;-2,16
10,750;0,63;-0,01;
10,800;0,63;-0,12;
10,850;0,62;;
