"Time (s) Run #1";"Position (m) Run #1";"Velocity (m/s) Run #1";"Acceleration (m/s²) Run #1"
2,900;0,53;0,77;-0,99
2,950;0,57;0,71;-1,45
3,000;0,60;0,62;-1,82
3,050;0,63;0,52;-2,15
3,100;0,66;0,41;-2,47
3,150;0,67;0,27;-2,73
3,200;0,68;0,13;-2,88
3,250;0,69;-0,02;-2,92
3,300;0,68;-0,16;-2,85
3,350;0,67;-0,31;-2,67
3,400;0,65;-0,44;-2,39
3,450;0,63;-0,55;-2,07
3,500;0,60;-0,64;-1,74
3,550;0,56;-0,72;-1,35
3,600;0,52;-0,78;-0,87
3,650;0,48;-0,81;-0,32
3,700;0,44;-0,81;0,22
3,750;0,40;-0,79;0,71
3,800;0,36;-0,74;1,19
3,850;0,33;-0,67;1,72
3,900;0,29;-0,57;2,25
3,950;0,27;-0,44;2,63
4,000;0,25;-0,30;2,85
4,050;0,24;-0,16;2,95
4,100;0,23;-9,76E-4;2,99
4,150;0,24;0,15;2,94
4,200;0,25;0,29;2,79
4,250;0,27;0,43;2,57
4,300;0,29;0,55;2,20
4,350;0,32;0,66;1,73
4,400;0,36;0,73;1,24
4,450;0,40;0,78;0,77
4,500;0,44;0,81;0,29
4,550;0,48;0,81;-0,26
4,600;0,52;0,78;-0,81
4,650;0,56;0,73;-1,29
4,700;0,59;0,65;-1,69
4,750;0,62;0,56;-2,03
4,800;0,65;0,45;-2,37
4,850;0,67;0,32;-2,66
4,900;0,68;0,18;-2,86
4,950;0,69;0,03;-2,92
5,000;0,68;-0,12;-2,86
5,050;0,67;-0,26;-2,69
5,100;0,66;-0,39;-2,45
5,150;0,63;-0,51;-2,17
5,200;0,61;-0,61;-1,86
5,250;0,57;-0,70;-1,49
5,300;0,54;-0,76;-1,02
5,350;0,50;-0,80;-0,49
5,400;0,46;-0,81;0,05
5,450;0,41;-0,79;0,56
5,500;0,38;-0,75;1,04
5,550;0,34;-0,69;1,53
5,600;0,31;-0,60;2,04
5,650;0,28;-0,48;2,48
5,700;0,26;-0,35;2,77
5,750;0,24;-0,20;2,92
5,800;0,24;-0,05;2,97
5,850;0,24;0,10;2,93
5,900;0,25;0,24;2,81
5,950;0,26;0,38;2,66
6,000;0,28;0,51;2,38
6,050;0,31;0,63;1,93
6,100;0,35;0,71;1,37
6,150;0,39;0,76;0,84
6,200;0,42;0,79;0,40
6,250;0,47;0,80;-0,06
6,300;0,51;0,79;-0,59
6,350;0,55;0,74;-1,13
6,400;0,58;0,67;-1,58
6,450;0,61;0,58;-1,92
6,500;0,64;0,48;-2,23
6,550;0,66;0,36;-2,52
6,600;0,68;0,23;-2,76
6,650;0,68;0,08;-2,90
6,700;0,68;-0,07;-2,91
6,750;0,68;-0,22;-2,76
6,800;0,66;-0,35;-2,52
6,850;0,64;-0,47;-2,24
6,900;0,62;-0,57;-1,95
6,950;0,58;-0,67;-1,61
7,000;0,55;-0,74;-1,18
7,050;0,51;-0,79;-0,66
7,100;0,47;-0,81;-0,11
7,150;0,43;-0,80;0,42
7,200;0,39;-0,76;0,91
7,250;0,35;-0,70;1,36
7,300;0,32;-0,63;1,83
7,350;0,29;-0,53;2,30
7,400;0,26;-0,39;2,67
7,450;0,25;-0,25;2,85
7,500;0,24;-0,10;2,89
7,550;0,24;0,04;2,95
7,600;0,24;0,19;2,95
7,650;0,26;0,35;2,80
7,700;0,28;0,48;2,46
7,750;0,30;0,59;1,99
7,800;0,34;0,68;1,50
7,850;0,38;0,74;1,01
7,900;0,41;0,78;0,58
7,950;0,45;0,80;0,12
8,000;0,49;0,80;-0,41
8,050;0,53;0,76;-0,97
8,100;0,57;0,69;-1,46
8,150;0,60;0,61;-1,83
8,200;0,63;0,51;-2,13
8,250;0,65;0,39;-2,39
8,300;0,67;0,27;-2,63
8,350;0,68;0,13;-2,84
8,400;0,68;-0,02;-2,92
8,450;0,68;-0,17;-2,82
8,500;0,67;-0,31;-2,59
8,550;0,65;-0,43;-2,31
8,600;0,62;-0,54;-2,04
8,650;0,59;-0,63;-1,72
8,700;0,56;-0,71;-1,33
8,750;0,52;-0,77;-0,84
8,800;0,48;-0,80;-0,30
8,850;0,44;-0,80;0,25
8,900;0,40;-0,77;0,76
8,950;0,36;-0,72;1,21
9,000;0,33;-0,65;1,67
9,050;0,30;-0,56;2,12
9,100;0,27;-0,44;2,53
9,150;0,25;-0,30;2,82
9,200;0,24;-0,15;2,95
9,250;0,24;0,00;2,97
9,300;0,24;0,15;2,89
9,350;0,25;0,29;2,76
9,400;0,27;0,43;2,55
9,450;0,30;0,55;2,17
9,500;0,33;0,65;1,66
9,550;0,36;0,72;1,14
9,600;0,40;0,76;0,71
9,650;0,44;0,79;0,29
9,700;0,48;0,80;-0,23
9,750;0,52;0,77;-0,79
9,800;0,56;0,71;-1,30
9,850;0,59;0,64;-1,69
9,900;0,62;0,54;-2,02
9,950;0,65;0,43;-2,31
10,000;0,67;0,31;-2,59
10,050;0,68;0,17;-2,81
10,100;0,68;0,02;-2,89
10,150;0,68;-0,12;-2,83
10,200;0,67;-0,26;-2,64
10,250;0,65;-0,39;-2,39
10,300;0,63;-0,50;-2,12
10,350;0,60;-0,60;-1,82
10,400;0,57;-0,69;-1,46
10,450;0,53;-0,75;-1,00
10,500;0,49;-0,79;-0,47
10,550;0,45;-0,80;0,08
10,600;0,41;-0,78;0,58
10,650;0,38;-0,74;
10,700;0,34;-0,68;
10,750;0,31;;
