"Time (s) Run #1";"Position (m) Run #1";"Velocity (m/s) Run #1";"Acceleration (m/s²) Run #1"
9,400;0,52;-0,84;-0,85
9,450;0,48;-0,86;-0,27
9,500;0,44;-0,86;0,31
9,550;0,39;-0,83;0,85
9,600;0,35;-0,77;1,35
9,650;0,31;-0,70;1,85
9,700;0,28;-0,59;2,33
9,750;0,25;-0,46;2,76
9,800;0,23;-0,31;3,03
9,850;0,22;-0,15;3,14
9,900;0,22;0,01;3,17
9,950;0,22;0,17;3,15
10,000;0,24;0,33;3,06
10,050;0,26;0,48;2,78
10,100;0,28;0,61;2,29
10,150;0,32;0,71;1,72
10,200;0,36;0,78;1,19
10,250;0,40;0,83;0,74
10,300;0,44;0,85;0,26
10,350;0,48;0,86;-0,30
10,400;0,53;0,83;-0,90
10,450;0,57;0,76;-1,43
10,500;0,60;0,68;
10,550;0,64;0,58;
10,600;0,66;;
