"Time (s) Run #1";"Position (m) Run #1";"Velocity (m/s) Run #1";"Acceleration (m/s²) Run #1"
3,400;0,17;-0,10;3,77
3,450;0,17;0,09;3,74
3,500;0,18;0,28;3,64
3,550;0,20;0,45;3,45
3,600;0,22;0,62;3,15
3,650;0,26;0,77;2,68
3,700;0,30;0,90;2,06
3,750;0,35;0,98;1,36
3,800;0,40;1,03;0,66
3,850;0,45;1,05;-0,03
3,900;0,51;1,03;-0,70
3,950;0,56;0,98;-1,33
4,000;0,61;0,90;-1,91
4,050;0,65;0,79;-2,46
4,100;0,69;0,65;-2,95
4,150;0,71;0,48;-3,23
4,200;0,74;0,32;-3,35
4,250;0,74;0,15;-3,45
4,300;0,75;-0,02;-3,62
4,350;0,75;-0,21;-3,67
4,400;0,73;-0,40;-3,46
4,450;0,70;-0,57;-3,07
4,500;0,67;-0,71;-2,62
4,550;0,63;-0,83;-2,18
4,600;0,59;-0,93;-1,68
4,650;0,54;-1,00;-1,08
4,700;0,49;-1,04;-0,40
4,750;0,43;-1,04;0,28
4,800;0,38;-1,01;0,93
4,850;0,33;-0,95;1,59
4,900;0,29;-0,85;2,28
4,950;0,24;-0,72;2,90
5,000;0,21;-0,56;3,33
5,050;0,19;-0,38;3,57
5,100;0,17;-0,20;3,69
5,150;0,17;-0,01;3,75
5,200;0,17;0,18;3,76
5,250;0,19;0,37;3,63
5,300;0,21;0,55;3,35
5,350;0,24;0,71;2,90
5,400;0,28;0,85;2,29
5,450;0,33;0,95;1,59
5,500;0,38;1,00;0,90
5,550;0,43;1,03;0,27
5,600;0,48;1,03;-0,34
5,650;0,53;1,00;-0,99
5,700;0,58;0,93;-1,62
5,750;0,63;0,84;-2,19
5,800;0,67;0,71;-2,71
5,850;0,70;0,56;-3,12
5,900;0,73;0,39;-3,33
5,950;0,74;0,22;-3,40
6,000;0,74;0,06;-3,46
6,050;0,75;-0,12;-3,56
6,100;0,73;-0,30;-3,52
6,150;0,71;-0,49;-3,29
6,200;0,69;-0,64;-2,89
6,250;0,65;-0,77;-2,42
6,300;0,61;-0,88;-1,92
6,350;0,56;-0,96;-1,35
6,400;0,51;-1,02;-0,73
6,450;0,46;-1,04;-0,03
6,500;0,40;-1,03;0,67
6,550;0,35;-0,97;1,34
6,600;0,31;-0,89;1,99
6,650;0,26;-0,77;2,58
6,700;0,23;-0,63;3,07
6,750;0,20;-0,46;3,41
6,800;0,18;-0,28;3,62
6,850;0,17;-0,10;3,74
6,900;0,17;0,10;3,72
6,950;0,18;0,28;3,58
7,000;0,20;0,45;3,40
7,050;0,23;0,62;3,13
7,100;0,26;0,78;2,66
7,150;0,31;0,90;1,97
7,200;0,36;0,97;1,25
7,250;0,40;1,02;0,60
7,300;0,46;1,04;-0,05
7,350;0,51;1,02;-0,71
7,400;0,56;0,96;-1,34
7,450;0,61;0,88;-1,91
7,500;0,65;0,77;-2,46
7,550;0,69;0,63;-2,94
7,600;0,71;0,47;-3,22
7,650;0,73;0,30;-3,33
7,700;0,74;0,14;-3,42
7,750;0,75;-0,04;-3,55
7,800;0,74;-0,22;-3,57
7,850;0,72;-0,41;-3,38
7,900;0,70;-0,56;-3,04
7,950;0,67;-0,71;-2,61
8,000;0,63;-0,83;-2,15
8,050;0,58;-0,92;-1,61
8,100;0,53;-0,99;-1,00
8,150;0,48;-1,03;-0,34
8,200;0,43;-1,03;0,31
8,250;0,38;-0,99;0,94
8,300;0,33;-0,93;1,62
8,350;0,28;-0,84;2,31
8,400;0,24;-0,70;2,91
8,450;0,21;-0,54;3,31
8,500;0,19;-0,36;3,56
8,550;0,18;-0,18;3,71
8,600;0,17;0,01;3,70
8,650;0,18;0,20;3,58
8,700;0,19;0,37;3,43
8,750;0,22;0,54;3,28
8,800;0,25;0,70;2,95
8,850;0,29;0,85;2,31
8,900;0,33;0,94;1,54
8,950;0,38;0,99;0,82
9,000;0,43;1,02;0,22
9,050;0,49;1,02;-0,38
9,100;0,54;0,99;-1,02
9,150;0,59;0,91;-1,64
9,200;0,63;0,82;-2,17
9,250;0,67;0,70;-2,64
9,300;0,70;0,55;-3,06
9,350;0,72;0,39;-3,37
9,400;0,74;0,21;-3,53
9,450;0,74;0,03;-3,52
9,500;0,74;-0,15;-3,45
9,550;0,73;-0,31;-3,35
9,600;0,71;-0,48;-3,18
9,650;0,68;-0,64;-2,85
9,700;0,64;-0,77;-2,38
9,750;0,60;-0,88;-1,86
9,800;0,56;-0,96;-1,29
9,850;0,51;-1,01;-0,66
9,900;0,45;-1,03;0,01
9,950;0,40;-1,01;0,68
10,000;0,35;-0,96;1,33
10,050;0,31;-0,88;1,98
10,100;0,26;-0,76;2,59
10,150;0,23;-0,61;3,08
10,200;0,20;-0,44;3,43
10,250;0,18;-0,27;3,66
10,300;0,17;-0,08;3,73
10,350;0,18;0,12;3,68
10,400;0,19;0,29;3,55
10,450;0,21;0,47;3,36
10,500;0,23;0,63;3,01
10,550;0,27;0,78;2,47
10,600;0,31;0,89;1,84
10,650;0,36;0,96;1,22
10,700;0,41;1,01;0,60
10,750;0,46;1,02;-0,07
10,800;0,51;1,00;-0,76
10,850;0,56;0,94;-1,38
10,900;0,61;0,86;-1,93
10,950;0,65;0,75;-2,44
11,000;0,69;0,62;-2,88
11,050;0,71;0,46;-3,18
11,100;0,73;0,29;-3,38
11,150;0,74;0,12;-3,51
11,200;0,74;-0,06;-3,57
11,250;0,73;-0,24;-3,47
11,300;0,72;-0,41;-3,25
11,350;0,69;-0,57;-2,94
11,400;0,66;-0,71;-2,54
11,450;0,62;-0,83;-2,09
11,500;0,58;-0,92;-1,54
11,550;0,53;-0,99;-0,93
11,600;0,48;-1,01;-0,27
11,650;0,43;-1,01;0,35
11,700;0,38;-0,98;0,95
11,750;0,33;-0,92;1,65
11,800;0,28;-0,82;2,36
11,850;0,24;-0,67;2,93
11,900;0,21;-0,51;3,28
11,950;0,19;-0,35;3,51
12,000;0,18;-0,16;3,66
12,050;0,18;0,03;3,70
12,100;0,18;0,21;3,61
12,150;0,20;0,39;3,44
12,200;0,22;0,56;3,18
12,250;0,25;0,71;2,75
12,300;0,29;0,84;2,15
12,350;0,34;0,93;1,47
12,400;0,39;0,99;0,80
12,450;0,44;1,01;0,19
12,500;0,49;1,00;-0,43
12,550;0,54;0,97;-1,06
12,600;0,59;0,90;-1,67
12,650;0,63;0,80;-2,20
12,700;0,67;0,68;-2,65
12,750;0,70;0,53;-3,04
12,800;0,72;0,37;-3,31
12,850;0,74;0,19;-3,45
12,900;0,74;0,02;-3,49
12,950;0,74;-0,16;-3,47
13,000;0,73;-0,33;-3,36
13,050;0,71;-0,50;-3,11
13,100;0,68;-0,65;-2,73
13,150;0,64;-0,77;-2,28
13,200;0,60;-0,87;-1,79
13,250;0,55;-0,95;-1,24
13,300;0,50;-1,00;-0,61
13,350;0,45;-1,02;0,05
13,400;0,40;-1,00;0,70
13,450;0,35;-0,95;1,38
13,500;0,30;-0,86;2,10
13,550;0,26;-0,73;2,74
13,600;0,23;-0,58;3,14
13,650;0,20;-0,41;3,34
13,700;0,19;-0,24;3,46
13,750;0,18;-0,07;3,60
13,800;0,18;0,12;3,70
13,850;0,19;0,31;3,60
13,900;0,21;0,49;3,32
13,950;0,24;0,64;2,89
14,000;0,28;0,78;2,36
14,050;0,32;0,88;1,76
14,100;0,37;0,96;1,11
14,150;0,41;0,99;0,51
14,200;0,47;1,01;-0,12
14,250;0,52;0,99;-0,77
14,300;0,57;0,93;-1,39
14,350;0,61;0,84;-1,96
14,400;0,65;0,73;-2,45
14,450;0,69;0,59;-2,88
14,500;0,71;0,44;-3,19
14,550;0,73;0,27;-3,38
14,600;0,74;0,10;-3,46
14,650;0,74;-0,08;-3,46
14,700;0,73;-0,25;-3,39
14,750;0,71;-0,42;-3,21
14,800;0,69;-0,58;-2,92
14,850;0,66;-0,72;-2,50
14,900;0,62;-0,83;-2,01
14,950;0,57;-0,92;-1,47
15,000;0,52;-0,98;-0,88
15,050;0,47;-1,01;-0,21
15,100;0,42;-1,00;0,46
15,150;0,37;-0,96;1,07
15,200;0,32;-0,89;1,66
15,250;0,28;-0,79;2,27
15,300;0,24;-0,67;2,85
15,350;0,21;-0,51;3,30
15,400;0,19;-0,33;3,57
15,450;0,18;-0,14;3,70
15,500;0,18;0,05;3,72
15,550;0,19;0,23;3,63
15,600;0,20;0,41;3,40
15,650;0,23;0,58;3,04
15,700;0,26;0,72;2,56
15,750;0,30;0,84;2,00
15,800;0,35;0,92;1,41
15,850;0,39;0,98;0,80
15,900;0,44;1,00;0,17
15,950;0,49;1,00;-0,51
16,000;0,54;0,95;-1,15
16,050;0,59;0,88;-1,72
16,100;0,63;0,78;-2,21
16,150;0,67;0,66;-2,65
16,200;0,70;0,51;-3,05
16,250;0,72;0,35;-3,31
16,300;0,73;0,17;-3,44
16,350;0,74;-7,04E-4;-3,46
16,400;0,73;-0,17;-3,42
16,450;0,72;-0,35;-3,27
16,500;0,70;-0,51;-3,00
16,550;0,67;-0,65;-2,63
16,600;0,63;-0,77;-2,21
16,650;0,59;-0,87;-1,73
16,700;0,55;-0,95;-1,20
16,750;0,50;-0,99;
16,800;0,44;-1,01;
16,850;0,39;;
