"Time (s) Run #1";"Position (m) Run #1";"Velocity (m/s) Run #1";"Acceleration (m/s²) Run #1"
39,850;0,65;0,52;-2,50
39,900;0,68;0,39;-2,75
39,950;0,69;0,24;-2,92
40,000;0,70;0,09;-3,01
40,050;0,70;-0,06;-3,01
40,100;0,70;-0,21;-2,95
40,150;0,68;-0,36;-2,80
40,200;0,66;-0,49;-2,57
40,250;0,63;-0,62;-2,25
40,300;0,60;-0,72;-1,84
40,350;0,56;-0,80;-1,35
40,400;0,52;-0,86;-0,78
40,450;0,47;-0,88;-0,19
40,500;0,43;-0,88;0,37
40,550;0,38;-0,84;0,88
40,600;0,34;-0,79;1,43
40,650;0,31;-0,71;2,03
40,700;0,27;-0,58;2,56
40,750;0,24;-0,44;2,90
40,800;0,23;-0,29;3,07
40,850;0,22;-0,13;3,17
40,900;0,21;0,03;3,20
40,950;0,22;0,20;3,14
41,000;0,23;0,35;3,00
41,050;0,25;0,49;2,78
41,100;0,28;0,63;2,39
41,150;0,32;0,74;1,82
41,200;0,36;0,82;1,21
41,250;0,40;0,86;0,66
41,300;0,45;0,88;0,13
41,350;0,49;0,88;-0,45
41,400;0,53;0,84;-1,03
41,450;0,57;0,77;-1,56
41,500;0,61;0,68;-2,02
41,550;0,64;0,57;-2,39
41,600;0,67;0,44;-2,67
41,650;0,69;0,30;-2,85
41,700;0,70;0,15;-2,97
41,750;0,70;0,00;-3,00
41,800;0,70;-0,15;-2,97
41,850;0,69;-0,30;-2,85
41,900;0,67;-0,44;-2,65
41,950;0,64;-0,57;-2,36
42,000;0,61;-0,68;-1,99
42,050;0,57;-0,77;-1,54
42,100;0,53;-0,84;-1,00
42,150;0,49;-0,87;-0,42
42,200;0,44;-0,88;0,19
42,250;0,40;-0,85;0,75
42,300;0,36;-0,80;1,28
42,350;0,32;-0,73;1,80
42,400;0,28;-0,62;2,29
42,450;0,25;-0,49;2,66
42,500;0,24;-0,35;2,92
42,550;0,22;-0,20;3,14
42,600;0,21;-0,04;3,29
42,650;0,22;0,14;3,29
42,700;0,23;0,30;3,12
42,750;0,25;0,45;2,86
42,800;0,27;0,59;2,48
42,850;0,31;0,70;1,96
42,900;0,34;0,79;1,39
42,950;0,39;0,84;0,86
43,000;0,43;0,87;0,36
43,050;0,47;0,88;-0,21
43,100;0,52;0,85;-0,82
43,150;0,56;0,79;-1,38
43,200;0,60;0,71;-1,86
43,250;0,63;0,61;-2,24
43,300;0,66;0,48;-2,55
43,350;0,68;0,35;-2,78
43,400;0,69;0,20;-2,93
43,450;0,70;0,05;-2,99
43,500;0,70;-0,10;-2,98
43,550;0,69;-0,25;-2,89
43,600;0,67;-0,39;-2,72
43,650;0,65;-0,52;-2,46
43,700;0,62;-0,64;-2,13
43,750;0,59;-0,74;-1,71
43,800;0,55;-0,81;-1,20
43,850;0,50;-0,86;-0,62
43,900;0,46;-0,88;-0,01
43,950;0,42;-0,86;0,55
44,000;0,37;-0,82;1,05
44,050;0,33;-0,75;1,54
44,100;0,30;-0,67;2,08
44,150;0,27;-0,55;2,58
44,200;0,24;-0,40;2,92
44,250;0,23;-0,25;3,10
44,300;0,22;-0,09;3,21
44,350;0,22;0,07;3,26
44,400;0,22;0,24;3,20
44,450;0,24;0,40;2,95
44,500;0,26;0,54;2,55
44,550;0,30;0,66;2,06
44,600;0,33;0,75;1,57
44,650;0,37;0,81;1,09
44,700;0,41;0,86;0,59
44,750;0,46;0,88;0,01
44,800;0,50;0,86;-0,61
44,850;0,54;0,81;-1,19
44,900;0,58;0,74;-1,68
44,950;0,62;0,64;-2,10
45,000;0,65;0,53;-2,44
45,050;0,67;0,40;-2,70
45,100;0,69;0,25;-2,87
45,150;0,70;0,11;-2,95
45,200;0,70;-0,04;-2,97
45,250;0,69;-0,19;-2,92
45,300;0,68;-0,34;-2,78
45,350;0,66;-0,47;-2,55
45,400;0,63;-0,60;-2,24
45,450;0,60;-0,70;-1,85
45,500;0,56;-0,78;-1,36
45,550;0,52;-0,84;-0,79
45,600;0,48;-0,86;-0,22
45,650;0,43;-0,86;0,29
45,700;0,39;-0,83;0,75
45,750;0,35;-0,79;1,30
45,800;0,31;-0,71;1,94
45,850;0,28;-0,59;2,51
45,900;0,25;-0,45;2,86
45,950;0,23;-0,30;3,03
46,000;0,22;-0,14;3,13
46,050;0,22;0,02;3,15
46,100;0,22;0,18;3,12
46,150;0,24;0,33;3,01
46,200;0,26;0,48;2,79
46,250;0,28;0,62;2,37
46,300;0,32;0,72;1,80
46,350;0,36;0,80;1,22
46,400;0,40;0,84;0,70
46,450;0,44;0,87;0,18
46,500;0,49;0,86;-0,39
46,550;0,53;0,83;-0,97
46,600;0,57;0,76;-1,49
46,650;0,61;0,68;-1,94
46,700;0,64;0,57;-2,31
46,750;0,66;0,44;-2,60
46,800;0,68;0,30;-2,81
46,850;0,69;0,16;-2,92
46,900;0,70;0,01;-2,96
46,950;0,70;-0,14;-2,92
47,000;0,68;-0,29;-2,81
47,050;0,67;-0,42;-2,63
47,100;0,64;-0,55;-2,35
47,150;0,61;-0,66;-2,00
47,200;0,57;-0,75;-1,55
47,250;0,53;-0,82;-1,03
47,300;0,49;-0,86;-0,45
47,350;0,45;-0,87;0,15
47,400;0,40;-0,84;0,70
47,450;0,36;-0,79;1,17
47,500;0,32;-0,72;1,65
47,550;0,29;-0,63;2,19
47,600;0,26;-0,51;2,72
47,650;0,24;-0,35;3,04
47,700;0,23;-0,19;3,10
47,750;0,22;-0,04;3,06
47,800;0,22;0,11;3,08
47,850;0,23;0,27;3,11
47,900;0,25;0,43;2,97
47,950;0,27;0,58;2,55
48,000;0,31;0,69;1,94
48,050;0,34;0,77;1,36
48,100;0,38;0,82;0,86
48,150;0,43;0,86;0,39
48,200;0,47;0,86;-0,17
48,250;0,51;0,84;-0,76
48,300;0,56;0,79;-1,31
48,350;0,59;0,71;-1,78
48,400;0,63;0,60;-2,17
48,450;0,65;0,49;-2,49
48,500;0,68;0,35;-2,73
48,550;0,69;0,21;-2,88
48,600;0,70;0,06;-2,94
48,650;0,70;-0,09;-2,93
48,700;0,69;-0,23;-2,85
48,750;0,67;-0,37;-2,70
48,800;0,65;-0,51;-2,45
48,850;0,62;-0,62;-2,11
48,900;0,59;-0,72;-1,70
48,950;0,55;-0,79;-1,21
49,000;0,51;-0,84;-0,65
49,050;0,46;-0,86;-0,08
49,100;0,42;-0,85;0,46
49,150;0,38;-0,81;0,93
49,200;0,34;-0,75;1,45
49,250;0,30;-0,67;2,04
49,300;0,27;-0,55;2,60
49,350;0,24;-0,40;2,97
49,400;0,23;-0,25;3,06
49,450;0,22;-0,09;3,06
49,500;0,22;0,06;3,08
49,550;0,23;0,21;3,13
49,600;0,24;0,38;3,04
49,650;0,26;0,53;2,65
49,700;0,30;0,65;2,07
49,750;0,33;0,73;1,52
49,800;0,37;0,80;1,06
49,850;0,41;0,84;0,60
49,900;0,45;0,86;0,05
49,950;0,50;0,85;-0,55
50,000;0,54;0,80;-1,12
50,050;0,58;0,73;-1,62
50,100;0,61;0,64;-2,04
50,150;0,64;0,53;-2,38
50,200;0,67;0,40;-2,64
50,250;0,68;0,26;-2,81
50,300;0,69;0,11;-2,91
50,350;0,70;-0,03;-2,93
50,400;0,69;-0,18;-2,88
50,450;0,68;-0,32;-2,75
50,500;0,66;-0,46;-2,53
50,550;0,63;-0,58;-2,23
50,600;0,60;-0,68;-1,85
50,650;0,56;-0,77;-1,39
50,700;0,52;-0,83;-0,85
50,750;0,48;-0,85;-0,27
50,800;0,44;-0,85;0,29
50,850;0,39;-0,82;0,78
50,900;0,35;-0,77;1,28
50,950;0,32;-0,70;1,83
51,000;0,28;-0,59;2,37
51,050;0,25;-0,45;2,78
51,100;0,24;-0,31;3,02
51,150;0,22;-0,15;3,14
51,200;0,22;0,01;3,16
51,250;0,23;0,17;3,10
51,300;0,24;0,32;2,96
51,350;0,26;0,47;2,68
51,400;0,29;0,60;2,24
51,450;0,32;0,70;1,74
51,500;0,36;0,77;1,26
51,550;0,40;0,82;0,79
51,600;0,44;0,85;0,26
51,650;0,48;0,85;-0,33
51,700;0,53;0,82;-0,92
51,750;0,57;0,76;-1,45
51,800;0,60;0,67;-1,89
51,850;0,63;0,56;-2,25
51,900;0,66;0,44;-2,54
51,950;0,68;0,31;-2,75
52,000;0,69;0,17;-2,88
52,050;0,69;0,02;-2,92
52,100;0,69;-0,13;-2,89
52,150;0,68;-0,27;-2,78
52,200;0,66;-0,41;-2,60
52,250;0,64;-0,54;-2,33
52,300;0,61;-0,65;-1,98
52,350;0,58;-0,74;-1,55
52,400;0,54;-0,80;-1,05
52,450;0,49;-0,84;-0,47
52,500;0,45;-0,85;0,09
52,550;0,41;-0,83;0,60
52,600;0,37;-0,79;1,08
52,650;0,33;-0,72;1,61
52,700;0,29;-0,63;2,21
52,750;0,26;-0,50;2,72
52,800;0,24;-0,35;3,02
52,850;0,23;-0,19;3,06
52,900;0,22;-0,04;3,02
52,950;0,22;0,11;3,01
53,000;0,23;0,26;2,99
53,050;0,25;0,41;2,85
53,100;0,27;0,55;2,49
53,150;0,31;0,67;1,96
53,200;0,34;0,75;1,41
53,250;0,38;0,80;0,90
53,300;0,42;0,84;0,41
53,350;0,47;0,85;-0,13
53,400;0,51;0,83;-0,71
53,450;0,55;0,78;-1,26
53,500;0,59;0,70;-1,73
53,550;0,62;0,60;-2,13
53,600;0,65;0,48;-2,44
53,650;0,67;0,35;-2,67
53,700;0,69;0,21;-2,82
53,750;0,69;0,07;-2,89
53,800;0,69;-0,08;-2,89
53,850;0,69;-0,22;-2,82
53,900;0,67;-0,36;-2,66
53,950;0,65;-0,49;-2,42
54,000;0,62;-0,61;-2,10
54,050;0,59;-0,70;-1,70
54,100;0,55;-0,78;-1,22
54,150;0,51;-0,83;-0,67
54,200;0,47;-0,85;-0,08
54,250;0,42;-0,84;0,46
54,300;0,38;-0,80;0,94
54,350;0,34;-0,74;1,43
54,400;0,31;-0,66;1,97
54,450;0,27;-0,54;2,48
54,500;0,25;-0,40;2,83
54,550;0,23;-0,25;2,97
54,600;0,23;-0,10;3,00
54,650;0,22;0,04;3,02
54,700;0,23;0,20;3,06
54,750;0,24;0,35;3,00
54,800;0,27;0,51;2,69
54,850;0,30;0,64;2,17
54,900;0,33;0,72;1,57
54,950;0,37;0,79;1,04
55,000;0,41;0,83;0,57
55,050;0,45;0,85;0,06
55,100;0,50;0,84;-0,51
55,150;0,54;0,79;-1,08
55,200;0,58;0,73;-1,58
55,250;0,61;0,63;-1,99
55,300;0,64;0,52;-2,32
55,350;0,66;0,40;-2,58
55,400;0,68;0,26;-2,77
55,450;0,69;0,12;-2,87
55,500;0,69;-0,03;-2,89
55,550;0,69;-0,17;-2,84
55,600;0,68;-0,31;-2,71
55,650;0,66;-0,45;-2,50
55,700;0,63;-0,57;-2,21
55,750;0,60;-0,67;-1,84
55,800;0,56;-0,75;-1,39
55,850;0,52;-0,81;-0,86
55,900;0,48;-0,84;-0,28
55,950;0,44;-0,84;0,29
56,000;0,40;-0,81;0,80
56,050;0,36;-0,75;1,27
56,100;0,32;-0,68;1,75
56,150;0,29;-0,58;2,26
56,200;0,26;-0,45;2,70
56,250;0,24;-0,31;2,95
56,300;0,23;-0,15;3,05
56,350;0,23;1,67E-4;3,05
56,400;0,23;0,15;3,01
56,450;0,24;0,30;2,93
56,500;0,26;0,45;2,73
56,550;0,29;0,58;2,36
56,600;0,32;0,69;1,82
56,650;0,36;0,77;1,24
56,700;0,40;0,81;0,73
56,750;0,44;0,84;0,22
56,800;0,48;0,84;-0,32
56,850;0,52;0,81;-0,88
56,900;0,56;0,75;-1,40
56,950;0,60;0,66;-1,84
57,000;0,63;0,56;-2,20
57,050;0,66;0,44;-2,49
57,100;0,67;0,31;-2,70
57,150;0,69;0,17;-2,83
57,200;0,69;0,02;-2,88
57,250;0,69;-0,12;-2,85
57,300;0,68;-0,26;-2,75
57,350;0,66;-0,40;-2,57
57,400;0,64;-0,52;-2,30
57,450;0,61;-0,63;-1,96
57,500;0,57;-0,72;-1,54
57,550;0,54;-0,79;-1,05
57,600;0,49;-0,83;-0,49
57,650;0,45;-0,84;0,07
57,700;0,41;-0,82;0,57
57,750;0,37;-0,78;1,07
57,800;0,33;-0,72;1,63
57,850;0,30;-0,62;2,21
57,900;0,27;-0,49;2,64
57,950;0,25;-0,34;2,86
58,000;0,23;-0,20;2,94
58,050;0,23;-0,05;2,98
58,100;0,23;0,10;3,00
58,150;0,24;0,25;2,97
58,200;0,25;0,40;2,82
58,250;0,28;0,54;2,47
58,300;0,31;0,66;1,95
58,350;0,34;0,74;1,40
58,400;0,38;0,79;0,90
58,450;0,42;0,83;0,42
58,500;0,47;0,84;-0,11
58,550;0,51;0,82;-0,68
58,600;0,55;0,77;-1,22
58,650;0,59;0,69;-1,69
58,700;0,62;0,59;-2,08
58,750;0,65;0,48;-2,40
58,800;0,67;0,35;-2,62
58,850;0,68;0,22;-2,78
58,900;0,69;0,07;-2,85
58,950;0,69;-0,07;-2,86
59,000;0,68;-0,22;-2,78
59,050;0,67;-0,35;-2,62
59,100;0,65;-0,48;-2,38
59,150;0,62;-0,59;-2,07
59,200;0,59;-0,69;-1,69
59,250;0,55;-0,76;-1,22
59,300;0,51;-0,81;-0,67
59,350;0,47;-0,83;-0,10
59,400;0,42;-0,82;0,44
59,450;0,38;-0,79;0,91
59,500;0,34;-0,73;1,36
59,550;0,31;-0,65;1,87
59,600;0,28;-0,55;2,42
59,650;0,25;-0,41;2,86
59,700;0,24;-0,25;3,04
59,750;0,23;-0,09;2,98
59,800;0,23;0,05;2,94
59,850;0,23;0,19;3,00
59,900;0,25;0,35;2,97
59,950;0,27;0,50;2,63
60,000;0,30;0,63;2,04
60,050;0,33;0,70;1,49
60,100;0,37;0,77;1,05
60,150;0,41;0,81;0,62
60,200;0,45;0,83;0,09
60,250;0,49;0,82;-0,50
60,300;0,54;0,78;-1,05
60,350;0,57;0,72;-1,53
60,400;0,61;0,63;-1,95
60,450;0,64;0,52;-2,29
60,500;0,66;0,40;-2,55
60,550;0,68;0,26;-2,73
60,600;0,69;0,12;-2,83
60,650;0,69;-0,02;-2,85
60,700;0,68;-0,17;-2,79
60,750;0,67;-0,31;-2,66
60,800;0,65;-0,44;-2,46
60,850;0,63;-0,55;-2,18
60,900;0,60;-0,66;-1,82
60,950;0,56;-0,74;-1,37
61,000;0,52;-0,80;-0,85
61,050;0,48;-0,83;-0,29
61,100;0,44;-0,83;0,27
61,150;0,40;-0,80;0,78
61,200;0,36;-0,74;1,24
61,250;0,32;-0,67;1,70
61,300;0,29;-0,58;2,21
61,350;0,26;-0,45;2,67
61,400;0,24;-0,30;2,94
61,450;0,23;-0,15;3,01
61,500;0,23;-3,40E-4;2,97
61,550;0,23;0,15;2,95
61,600;0,24;0,29;2,91
61,650;0,26;0,44;2,73
61,700;0,29;0,58;2,32
61,750;0,32;0,68;1,75
61,800;0,36;0,75;1,20
61,850;0,40;0,80;0,72
61,900;0,44;0,82;0,24
61,950;0,48;0,82;-0,30
62,000;0,52;0,79;-0,86
62,050;0,56;0,74;-1,37
62,100;0,60;0,65;-1,80
62,150;0,63;0,55;-2,16
62,200;0,65;0,44;-2,45
62,250;0,67;0,30;-2,66
62,300;0,68;0,17;-2,79
62,350;0,69;0,02;-2,83
62,400;0,69;-0,12;-2,81
62,450;0,68;-0,26;-2,70
62,500;0,66;-0,39;-2,53
62,550;0,64;-0,51;-2,27
62,600;0,61;-0,62;-1,93
62,650;0,57;-0,71;-1,52
62,700;0,54;-0,78;-1,03
62,750;0,49;-0,82;-0,48
62,800;0,45;-0,83;0,09
62,850;0,41;-0,81;0,61
62,900;0,37;-0,76;1,08
62,950;0,33;-0,70;1,56
63,000;0,30;-0,61;2,08
63,050;0,27;-0,49;2,54
63,100;0,25;-0,35;2,82
63,150;0,24;-0,20;2,92
63,200;0,23;-0,05;2,96
63,250;0,23;0,10;2,99
63,300;0,24;0,25;2,96
63,350;0,26;0,40;2,78
63,400;0,28;0,53;2,41
63,450;0,31;0,64;1,90
63,500;0,35;0,72;1,37
63,550;0,38;0,78;0,89
63,600;0,42;0,81;0,42
63,650;0,47;0,82;-0,10
63,700;0,51;0,80;-0,67
63,750;0,55;0,75;-1,20
63,800;0,58;0,68;-1,66
63,850;0,62;0,59;-2,04
63,900;0,64;0,47;-2,35
63,950;0,66;0,35;-2,58
64,000;0,68;0,21;-2,74
64,050;0,69;0,07;-2,81
64,100;0,69;-0,07;-2,81
64,150;0,68;-0,21;-2,73
64,200;0,66;-0,35;-2,58
64,250;0,64;-0,47;-2,35
64,300;0,62;-0,58;-2,04
64,350;0,58;-0,68;-1,65
64,400;0,55;-0,75;-1,19
64,450;0,51;-0,80;-0,66
64,500;0,47;-0,82;-0,10
64,550;0,42;-0,81;0,42
64,600;0,39;-0,77;0,89
64,650;0,35;-0,72;1,33
64,700;0,31;-0,64;1,84
64,750;0,28;-0,54;2,39
64,800;0,26;-0,40;2,80
64,850;0,24;-0,24;2,96
64,900;0,23;-0,10;2,93
64,950;0,23;0,04;2,95
65,000;0,24;0,19;3,05
65,050;0,25;0,36;2,96
65,100;0,27;0,50;2,55
65,150;0,30;0,61;1,96
65,200;0,33;0,69;1,45
65,250;0,37;0,75;1,04
65,300;0,41;0,80;0,61
65,350;0,45;0,82;0,08
65,400;0,49;0,81;-0,49
65,450;0,53;0,77;-1,03
65,500;0,57;0,70;-1,51
65,550;0,61;0,62;-1,91
65,600;0,63;0,51;-2,24
65,650;0,66;0,39;-2,50
65,700;0,67;0,26;-2,68
65,750;0,68;0,12;-2,78
65,800;0,69;-0,02;-2,81
65,850;0,68;-0,17;-2,75
65,900;0,67;-0,30;-2,63
65,950;0,65;-0,43;-2,43
66,000;0,62;-0,55;-2,14
66,050;0,59;-0,65;-1,78
66,100;0,56;-0,73;-1,34
66,150;0,52;-0,78;-0,84
66,200;0,48;-0,81;-0,29
66,250;0,44;-0,81;0,27
66,300;0,40;-0,78;0,78
66,350;0,36;-0,73;1,22
66,400;0,32;-0,66;1,68
66,450;0,29;-0,57;2,17
66,500;0,27;-0,44;2,63
66,550;0,25;-0,30;2,89
66,600;0,24;-0,14;2,94
66,650;0,23;0,00;2,91
66,700;0,24;0,14;2,93
66,750;0,25;0,29;2,93
66,800;0,27;0,44;2,71
66,850;0,29;0,58;2,25
66,900;0,32;0,67;1,68
66,950;0,36;0,74;1,16
67,000;0,40;0,78;0,71
67,050;0,44;0,81;0,24
67,100;0,48;0,81;-0,29
67,150;0,52;0,78;-0,85
67,200;0,56;0,72;-1,35
67,250;0,59;0,64;-1,78
67,300;0,62;0,54;-2,13
67,350;0,65;0,43;-2,42
67,400;0,67;0,30;-2,62
67,450;0,68;0,16;-2,74
67,500;0,68;0,02;-2,79
67,550;0,68;-0,12;-2,76
67,600;0,67;-0,26;-2,66
67,650;0,66;-0,39;-2,49
67,700;0,63;-0,51;-2,23
67,750;0,60;-0,61;-1,90
67,800;0,57;-0,70;-1,49
67,850;0,53;-0,76;-1,00
67,900;0,49;-0,80;-0,46
67,950;0,45;-0,81;0,10
68,000;0,41;-0,79;0,61
68,050;0,37;-0,75;1,07
68,100;0,34;-0,68;1,52
68,150;0,30;-0,60;2,02
68,200;0,27;-0,48;2,49
68,250;0,25;-0,34;2,77
68,300;0,24;-0,19;2,86
68,350;0,23;-0,06;2,91
68,400;0,24;0,09;2,99
68,450;0,24;0,25;3,01
68,500;0,26;0,40;2,78
68,550;0,28;0,53;2,33
68,600;0,31;0,64;1,80
68,650;0,35;0,71;1,31
68,700;0,39;0,76;0,87
68,750;0,43;0,80;0,42
68,800;0,47;0,81;-0,10
68,850;0,51;0,79;-0,66
68,900;0,55;0,74;-1,19
68,950;0,58;0,67;-1,65
69,000;0,61;0,57;-2,02
69,050;0,64;0,46;-2,32
69,100;0,66;0,34;-2,54
69,150;0,68;0,21;-2,70
69,200;0,68;0,07;-2,77
69,250;0,68;-0,07;-2,77
69,300;0,67;-0,21;-2,69
69,350;0,66;-0,34;-2,54
69,400;0,64;-0,47;-2,31
69,450;0,61;-0,58;-2,00
69,500;0,58;-0,67;-1,61
69,550;0,55;-0,74;-1,16
69,600;0,51;-0,79;-0,63
69,650;0,47;-0,81;-0,09
69,700;0,42;-0,80;0,42
69,750;0,39;-0,76;0,88
69,800;0,35;-0,71;1,33
69,850;0,31;-0,63;1,83
69,900;0,28;-0,53;2,36
69,950;0,26;-0,39;2,74
70,000;0,24;-0,24;2,90
70,050;0,24;-0,10;2,90
70,100;0,24;0,05;2,95
70,150;0,24;0,19;3,01
70,200;0,25;0,36;2,87
70,250;0,28;0,50;2,46
70,300;0,31;0,60;1,91
70,350;0,34;0,68;1,42
70,400;0,37;0,74;1,01
70,450;0,41;0,79;0,58
70,500;0,45;0,80;0,07
70,550;0,49;0,80;-0,48
70,600;0,53;0,76;-1,02
70,650;0,57;0,69;-1,49
70,700;0,60;0,60;-1,89
70,750;0,63;0,50;-2,22
70,800;0,65;0,38;-2,47
70,850;0,67;0,25;-2,65
70,900;0,68;0,11;-2,74
70,950;0,68;-0,03;-2,76
71,000;0,68;-0,17;-2,71
71,050;0,66;-0,30;-2,58
71,100;0,65;-0,43;-2,38
71,150;0,62;-0,54;-2,10
71,200;0,59;-0,64;-1,75
71,250;0,56;-0,72;-1,32
71,300;0,52;-0,77;-0,81
71,350;0,48;-0,80;-0,25
71,400;0,44;-0,80;0,28
71,450;0,40;-0,77;0,73
71,500;0,36;-0,72;1,18
71,550;0,33;-0,66;1,68
71,600;0,29;-0,56;2,20
71,650;0,27;-0,43;2,62
71,700;0,25;-0,29;2,86
71,750;0,24;-0,14;2,93
71,800;0,24;0,01;2,90
71,850;0,24;0,15;2,89
71,900;0,25;0,29;2,86
71,950;0,27;0,44;2,64
72,000;0,30;0,57;2,18
72,050;0,33;0,66;1,62
72,100;0,36;0,73;1,13
72,150;0,40;0,77;0,69
72,200;0,44;0,80;0,22
72,250;0,48;0,80;-0,31
72,300;0,52;0,77;-0,85
72,350;0,56;0,71;-1,34
72,400;0,59;0,63;-1,77
72,450;0,62;0,53;-2,11
72,500;0,65;0,42;-2,38
72,550;0,66;0,29;-2,58
72,600;0,68;0,16;-2,70
72,650;0,68;0,02;-2,76
72,700;0,68;-0,12;-2,73
72,750;0,67;-0,26;-2,62
72,800;0,65;-0,39;-2,43
72,850;0,63;-0,50;-2,18
72,900;0,60;-0,61;-1,85
72,950;0,57;-0,69;-1,45
73,000;0,53;-0,75;-0,97
73,050;0,49;-0,79;-0,44
73,100;0,45;-0,80;0,11
73,150;0,41;-0,78;0,60
73,200;0,37;-0,73;1,04
73,250;0,34;-0,67;1,50
73,300;0,30;-0,59;1,99
73,350;0,28;-0,47;2,42
73,400;0,26;-0,34;2,70
73,450;0,24;-0,20;2,85
73,500;0,24;-0,06;3,02
73,550;0,24;0,10;3,13
73,600;0,25;0,27;3,02
73,650;0,26;0,42;2,62
73,700;0,29;0,53;2,11
73,750;0,32;0,62;1,67
73,800;0,35;0,70;1,29
73,850;0,39;0,75;0,88
73,900;0,43;0,79;0,41
73,950;0,47;0,80;-0,13
74,000;0,51;0,78;-0,67
74,050;0,55;0,73;-1,19
74,100;0,58;0,65;-1,63
74,150;0,61;0,56;-2,00
74,200;0,64;0,45;-2,29
74,250;0,66;0,33;-2,51
74,300;0,67;0,20;-2,66
74,350;0,68;0,06;-2,73
74,400;0,68;-0,08;-2,73
74,450;0,67;-0,21;-2,64
74,500;0,66;-0,34;-2,49
74,550;0,64;-0,47;-2,26
74,600;0,61;-0,57;-1,95
74,650;0,58;-0,66;-1,57
74,700;0,54;-0,73;-1,12
74,750;0,50;-0,78;-0,60
74,800;0,46;-0,79;-0,06
74,850;0,42;-0,78;0,44
74,900;0,39;-0,75;0,88
74,950;0,35;-0,69;1,31
75,000;0,32;-0,62;1,80
75,050;0,29;-0,52;2,31
75,100;0,26;-0,38;2,68
75,150;0,25;-0,24;2,87
75,200;0,24;-0,09;2,94
75,250;0,24;0,06;3,01
75,300;0,24;0,21;2,99
75,350;0,26;0,36;2,75
75,400;0,28;0,49;2,34
75,450;0,31;0,60;1,84
75,500;0,34;0,68;1,40
75,550;0,38;0,73;0,98
75,600;0,42;0,77;0,54
75,650;0,46;0,79;0,05
75,700;0,50;0,78;-0,49
75,750;0,53;0,74;-1,02
75,800;0,57;0,68;-1,49
75,850;0,60;0,59;-1,89
75,900;0,63;0,49;-2,20
75,950;0,65;0,37;-2,44
76,000;0,67;0,24;-2,61
76,050;0,68;0,10;-2,70
76,100;0,68;-0,03;-2,72
76,150;0,67;-0,17;-2,67
76,200;0,66;-0,30;-2,54
76,250;0,64;-0,43;-2,33
76,300;0,62;-0,54;-2,05
76,350;0,59;-0,63;-1,69
76,400;0,55;-0,71;-1,26
76,450;0,52;-0,76;-0,76
76,500;0,48;-0,79;-0,23
76,550;0,44;-0,79;0,30
76,600;0,40;-0,76;0,79
76,650;0,36;-0,70;1,22
76,700;0,33;-0,63;1,62
76,750;0,30;-0,54;2,05
76,800;0,27;-0,43;2,50
76,850;0,25;-0,29;2,82
76,900;0,24;-0,14;2,97
76,950;0,24;0,01;2,97
77,000;0,24;0,16;2,93
77,050;0,25;0,30;2,80
77,100;0,27;0,45;2,50
77,150;0,30;0,56;2,06
77,200;0,33;0,65;1,55
77,250;0,37;0,72;1,10
77,300;0,40;0,76;0,68
77,350;0,44;0,79;0,21
77,400;0,48;0,79;-0,32
77,450;0,52;0,75;-0,87
77,500;0,56;0,70;-1,35
77,550;0,59;0,62;-1,75
77,600;0,62;0,52;-2,09
77,650;0,64;0,40;-2,36
77,700;0,66;0,28;-2,55
77,750;0,67;0,15;-2,67
77,800;0,68;0,01;-2,71
77,850;0,67;-0,13;-2,68
77,900;0,66;-0,26;-2,58
77,950;0,65;-0,39;-2,39
78,000;0,63;-0,50;-2,13
78,050;0,60;-0,60;-1,80
78,100;0,56;-0,68;-1,40
78,150;0,53;-0,74;-0,94
78,200;0,49;-0,78;-0,40
78,250;0,45;-0,79;0,15
78,300;0,41;-0,76;0,66
78,350;0,37;-0,72;1,08
78,400;0,34;-0,65;1,48
78,450;0,31;-0,57;1,92
78,500;0,28;-0,46;2,37
78,550;0,26;-0,33;2,71
78,600;0,25;-0,18;2,89
78,650;0,24;-0,04;2,95
78,700;0,24;0,11;2,92
78,750;0,25;0,26;2,85
78,800;0,27;0,40;2,62
78,850;0,29;0,53;2,22
78,900;0,32;0,63;1,70
78,950;0,36;0,70;1,21
79,000;0,39;0,74;0,78
79,050;0,43;0,78;0,35
79,100;0,47;0,78;-0,15
79,150;0,51;0,76;-0,68
79,200;0,55;0,71;-1,19
79,250;0,58;0,64;-1,63
79,300;0,61;0,55;-1,99
79,350;0,64;0,44;-2,27
79,400;0,66;0,32;-2,48
79,450;0,67;0,19;-2,63
79,500;0,68;0,05;-2,69
79,550;0,67;-0,08;-2,68
79,600;0,67;-0,22;-2,60
79,650;0,65;-0,35;-2,44
79,700;0,63;-0,46;-2,21
79,750;0,61;-0,57;-1,90
79,800;0,57;-0,66;-1,52
79,850;0,54;-0,72;-1,07
79,900;0,50;-0,77;-0,56
79,950;0,46;-0,78;-0,02
80,000;0,42;-0,77;0,48
80,050;0,38;-0,73;0,91
80,100;0,35;-0,68;1,34
80,150;0,32;-0,60;1,82
80,200;0,29;-0,50;2,29
80,250;0,27;-0,36;2,63
80,300;0,25;-0,23;2,81
80,350;0,24;-0,08;2,92
80,400;0,24;0,07;2,95
80,450;0,25;0,22;2,85
80,500;0,26;0,36;2,64
80,550;0,28;0,48;2,30
80,600;0,31;0,59;1,85
80,650;0,35;0,67;1,38
80,700;0,38;0,73;0,93
80,750;0,42;0,76;0,50
