"Time (s) Run #1";"Position (m) Run #1";"Velocity (m/s) Run #1";"Acceleration (m/s²) Run #1"
7,300;0,59;0,88;-2,08
7,350;0,64;0,76;-2,58
7,400;0,67;0,62;-2,86
7,450;0,70;0,47;-3,04
7,500;0,72;0,31;-3,21
7,550;0,73;0,15;-3,34
7,600;0,73;-0,03;-3,39
7,650;0,73;-0,20;-3,31
7,700;0,71;-0,36;-3,17
7,750;0,69;-0,51;-3,00
7,800;0,66;-0,66;-2,78
7,850;0,62;-0,80;-2,40
7,900;0,58;-0,91;-1,83
7,950;0,53;-0,98;-1,16
8,000;0,48;-1,02;-0,47
8,050;0,43;-1,03;0,17
8,100;0,38;-1,01;0,93
8,150;0,33;-0,95;1,84
8,200;0,28;-0,82;2,66
8,250;0,24;-0,66;3,11
8,300;0,22;-0,50;3,17
8,350;0,19;-0,34;3,22
8,400;0,18;-0,19;3,38
8,450;0,17;0,00;3,47
8,500;0,18;0,18;3,33
8,550;0,19;0,33;3,11
8,600;0,21;0,48;3,06
8,650;0,24;0,63;3,03
8,700;0,28;0,80;2,69
8,750;0,32;0,92;1,96
8,800;0,37;0,99;1,11
8,850;0,42;1,02;0,36
8,900;0,47;1,03;-0,35
8,950;0,53;0,99;-1,07
9,000;0,57;0,92;-1,77
9,050;0,62;0,81;-2,35
9,100;0,66;0,68;-2,74
9,150;0,69;0,53;-2,99
9,200;0,71;0,38;-3,15
9,250;0,72;0,21;-3,26
9,300;0,73;0,05;-3,32
9,350;0,73;-0,12;-3,30
9,400;0,72;-0,29;-3,21
9,450;0,70;-0,44;-3,06
9,500;0,67;-0,59;-2,86
9,550;0,64;-0,73;-2,55
9,600;0,60;-0,85;-2,11
9,650;0,55;-0,95;-1,51
9,700;0,50;-1,01;-0,80
9,750;0,45;-1,03;-0,04
9,800;0,40;-1,01;0,69
9,850;0,35;-0,96;1,45
9,900;0,30;-0,87;2,22
9,950;0,26;-0,73;2,84
10,000;0,23;-0,57;3,15
10,050;0,20;-0,41;3,21
10,100;0,19;-0,25;3,27
10,150;0,18;-0,09;3,36
10,200;0,18;0,09;3,40
10,250;0,19;0,26;3,34
10,300;0,21;0,42;3,23
10,350;0,23;0,58;3,07
10,400;0,26;0,73;2,70
10,450;0,30;0,86;2,14
10,500;0,35;0,95;1,45
10,550;0,40;1,01;0,73
10,600;0,45;1,03;-0,02
10,650;0,50;1,01;-0,79
10,700;0,55;0,94;-1,51
10,750;0,60;0,85;-2,11
10,800;0,64;0,73;-2,55
10,850;0,67;0,59;-2,84
10,900;0,70;0,44;-3,04
10,950;0,72;0,28;-3,19
11,000;0,73;0,12;-3,29
11,050;0,73;-0,05;-3,32
11,100;0,72;-0,21;-3,25
11,150;0,71;-0,38;-3,10
11,200;0,68;-0,53;-2,90
11,250;0,65;-0,67;-2,67
11,300;0,62;-0,80;-2,41
11,350;0,57;-0,91;
11,400;0,53;-1,01;
11,450;0,47;;
