"Time (s) Run #1";"Position (m) Run #1";"Velocity (m/s) Run #1";"Acceleration (m/s²) Run #1"
7,550;0,47;0,20;-0,09
7,600;0,48;0,19;-0,22
7,650;0,49;0,18;-0,34
7,700;0,50;0,16;-0,46
7,750;0,51;0,13;-0,56
7,800;0,51;0,10;-0,64
7,850;0,52;0,07;-0,69
7,900;0,52;0,03;-0,71
7,950;0,52;0,00;-0,72
8,000;0,52;-0,04;-0,71
8,050;0,52;-0,08;-0,68
8,100;0,51;-0,11;-0,62
8,150;0,50;-0,14;-0,53
8,200;0,50;-0,16;-0,42
8,250;0,49;-0,18;-0,32
8,300;0,48;-0,19;-0,20
8,350;0,47;-0,20;-0,07
8,400;0,46;-0,20;0,07
8,450;0,45;-0,19;0,21
8,500;0,44;-0,18;0,34
8,550;0,43;-0,16;0,44
8,600;0,42;-0,14;0,54
8,650;0,42;-0,11;0,62
8,700;0,41;-0,07;0,69
8,750;0,41;-0,04;0,74
8,800;0,41;0,00;0,75
8,850;0,41;0,04;0,73
8,900;0,41;0,08;0,68
8,950;0,42;0,11;0,61
9,000;0,42;0,14;0,53
9,050;0,43;0,16;0,44
9,100;0,44;0,18;0,32
9,150;0,45;0,19;0,19
9,200;0,46;0,20;0,06
9,250;0,47;0,20;-0,07
9,300;0,48;0,19;-0,20
9,350;0,49;0,18;-0,32
9,400;0,50;0,16;-0,44
9,450;0,50;0,14;-0,54
9,500;0,51;0,11;-0,63
9,550;0,52;0,07;-0,68
9,600;0,52;0,04;-0,71
9,650;0,52;5,11E-4;-0,72
9,700;0,52;-0,04;-0,71
9,750;0,52;-0,07;-0,68
9,800;0,51;-0,10;-0,62
9,850;0,51;-0,13;-0,54
9,900;0,50;-0,16;-0,44
9,950;0,49;-0,18;-0,33
10,000;0,48;-0,19;-0,21
10,050;0,47;-0,20;-0,08
10,100;0,46;-0,20;0,06
10,150;0,45;-0,19;0,19
10,200;0,44;-0,18;0,32
10,250;0,43;-0,16;0,44
10,300;0,42;-0,14;0,54
10,350;0,42;-0,11;0,61
10,400;0,41;-0,08;0,67
10,450;0,41;-0,04;0,72
10,500;0,41;0,00;0,74
10,550;0,41;0,03;0,73
10,600;0,41;0,07;0,69
10,650;0,42;0,10;0,62
10,700;0,42;0,13;0,55
10,750;0,43;0,16;
10,800;0,44;0,18;
10,850;0,45;;
