"Time (s) Run #1";"Position (m) Run #1";"Velocity (m/s) Run #1";"Acceleration (m/s²) Run #1"
6,650;0,45;-0,04;0,16
6,700;0,45;-0,03;0,19
6,750;0,45;-0,02;0,20
6,800;0,45;-0,01;0,21
6,850;0,45;0,00;0,21
6,900;0,45;0,01;0,20
6,950;0,45;0,02;0,19
7,000;0,45;0,03;0,17
7,050;0,45;0,04;0,15
7,100;0,45;0,05;0,12
7,150;0,46;0,05;0,09
7,200;0,46;0,05;0,05
7,250;0,46;0,06;0,01
7,300;0,46;0,06;-0,03
7,350;0,47;0,05;-0,06
7,400;0,47;0,05;-0,09
7,450;0,47;0,04;-0,12
7,500;0,47;0,04;-0,15
7,550;0,48;0,03;-0,18
7,600;0,48;0,02;-0,19
7,650;0,48;0,01;-0,20
7,700;0,48;-2,87E-4;-0,20
7,750;0,48;-0,01;-0,20
7,800;0,48;-0,02;-0,19
7,850;0,48;-0,03;-0,17
7,900;0,47;-0,04;-0,15
7,950;0,47;-0,04;-0,12
8,000;0,47;-0,05;-0,09
8,050;0,47;-0,05;-0,06
8,100;0,46;-0,06;-0,02
8,150;0,46;-0,06;0,02
8,200;0,46;-0,05;0,06
8,250;0,46;-0,05;0,09
8,300;0,45;-0,04;0,13
8,350;0,45;-0,04;0,15
8,400;0,45;-0,03;0,17
8,450;0,45;-0,02;0,18
8,500;0,45;-0,01;0,20
8,550;0,45;-2,98E-4;0,22
8,600;0,45;0,01;0,21
8,650;0,45;0,02;0,19
8,700;0,45;0,03;0,16
8,750;0,45;0,04;0,14
8,800;0,45;0,04;0,12
8,850;0,46;0,05;0,09
8,900;0,46;0,05;0,06
8,950;0,46;0,06;0,02
9,000;0,46;0,06;-0,02
9,050;0,47;0,05;-0,06
9,100;0,47;0,05;-0,09
9,150;0,47;0,04;-0,12
9,200;0,47;0,04;-0,15
9,250;0,48;0,03;-0,17
9,300;0,48;0,02;-0,19
9,350;0,48;0,01;-0,20
9,400;0,48;2,71E-4;-0,20
9,450;0,48;-0,01;-0,20
9,500;0,48;-0,02;-0,19
9,550;0,48;-0,03;-0,18
9,600;0,47;-0,04;-0,16
9,650;0,47;-0,05;-0,13
9,700;0,47;-0,05;-0,09
9,750;0,47;-0,05;-0,05
9,800;0,46;-0,06;-0,02
9,850;0,46;-0,06;0,01
9,900;0,46;-0,05;0,05
9,950;0,46;-0,05;0,09
10,000;0,45;-0,04;0,12
10,050;0,45;-0,04;0,14
10,100;0,45;-0,03;0,16
10,150;0,45;-0,02;0,19
10,200;0,45;-0,01;0,21
10,250;0,45;-2,84E-4;0,22
10,300;0,45;0,01;0,20
10,350;0,45;0,02;0,19
10,400;0,45;0,03;0,17
10,450;0,45;0,04;0,15
10,500;0,45;0,04;0,12
10,550;0,46;0,05;0,09
10,600;0,46;0,05;0,06
10,650;0,46;0,06;0,02
10,700;0,46;0,06;-0,01
10,750;0,47;0,05;-0,04
10,800;0,47;0,05;
10,850;0,47;0,05;
10,900;0,47;;
