"Time (s) Run #1";"Position (m) Run #1";"Velocity (m/s) Run #1";"Acceleration (m/s²) Run #1"
6,325;0,2543;-0,04;-1,06
6,350;0,2529;-0,07;-0,94
6,375;0,2508;-0,09;-0,80
6,400;0,2485;-0,11;-0,63
6,425;0,2455;-0,12;-0,40
6,450;0,2423;-0,13;-0,13
6,475;0,2390;-0,13;0,14
6,500;0,2359;-0,12;0,39
6,525;0,2330;-0,11;0,63
6,550;0,2304;-0,09;0,84
6,575;0,2284;-0,06;0,98
6,600;0,2272;-0,04;1,07
6,625;0,2265;-0,01;1,12
6,650;0,2267;0,02;1,12
6,675;0,2275;0,05;1,07
6,700;0,2290;0,07;0,95
6,725;0,2313;0,10;0,75
6,750;0,2340;0,11;0,51
6,775;0,2369;0,12;0,27
6,800;0,2402;0,12;0,04
6,825;0,2433;0,12;-0,18
6,850;0,2464;0,12;-0,43
6,875;0,2493;0,10;-0,67
6,900;0,2516;0,08;-0,88
6,925;0,2535;0,06;-1,03
6,950;0,2545;0,03;-1,10
6,975;0,2549;8,12E-4;-1,12
7,000;0,2546;-0,03;-1,10
7,025;0,2536;-0,05;-1,03
7,050;0,2519;-0,08;-0,90
7,075;0,2495;-0,10;-0,70
7,100;0,2467;-0,12;-0,47
7,125;0,2436;-0,12;-0,21
7,150;0,2404;-0,13;0,04
7,175;0,2373;-0,12;0,28
7,200;0,2342;-0,11;0,52
7,225;0,2316;-0,10;0,74
7,250;0,2293;-0,07;0,91
7,275;0,2278;-0,05;1,03
7,300;0,2269;-0,02;1,08
7,325;0,2267;0,01;
7,350;0,2272;0,03;
7,375;0,2284;;
