0,1263;0,007216585;0,00005;2,49E-07;
0,1475;0,008366712;0,0001;3,20E-07;
0,1681;0,009473257;0,0001;5,00E-07;
0,1899;0,010627353;0,00015;3,66E-07;
0,2133;0,01191159;0,00015;5,15E-07;
0,2345;0,013037499;0,0002;3,30E-07;
0,2583;0,014302333;0,0002;4,79E-07;
0,2795;0,015442486;0,00025;8,21E-07;
