"Time (s) Run #1";"Position (m) Run #1";"Velocity (m/s) Run #1";"Acceleration (m/s²) Run #1"
1,900;0,2309;-0,15;-0,09
1,925;0,2271;-0,14;0,18
1,950;0,2235;-0,14;0,44
1,975;0,2202;-0,12;0,68
2,000;0,2173;-0,10;0,89
2,025;0,2150;-0,08;1,08
2,050;0,2133;-0,05;1,21
2,075;0,2126;-0,02;1,26
2,100;0,2126;0,02;1,25
2,125;0,2134;0,05;1,18
2,150;0,2149;0,08;1,07
2,175;0,2173;0,10;0,91
2,200;0,2201;0,12;0,70
2,225;0,2235;0,14;0,45
2,250;0,2271;0,15;0,18
2,275;0,2309;0,15;-0,10
2,300;0,2345;0,14;-0,36
2,325;0,2380;0,13;-0,60
2,350;0,2411;0,11;-0,83
2,375;0,2435;0,09;-1,01
2,400;0,2454;0,06;-1,15
2,425;0,2465;0,03;-1,24
2,450;0,2468;0,00;-1,26
2,475;0,2462;-0,04;-1,22
2,500;0,2450;-0,07;-1,11
2,525;0,2428;-0,09;-0,95
2,550;0,2402;-0,12;-0,76
2,575;0,2369;-0,13;-0,54
2,600;0,2335;-0,14;-0,29
2,625;0,2297;-0,15;-0,01
2,650;0,2259;-0,14;0,28
2,675;0,2225;-0,13;0,55
2,700;0,2192;-0,12;0,77
2,725;0,2166;-0,09;0,95
2,750;0,2145;-0,07;1,08
2,775;0,2131;-0,04;1,18
2,800;0,2126;-0,01;1,24
2,825;0,2127;0,02;1,24
2,850;0,2137;0,06;1,17
2,875;0,2156;0,08;1,04
2,900;0,2180;0,11;0,85
2,925;0,2211;0,13;0,62
2,950;0,2245;0,14;0,37
2,975;0,2281;0,15;0,11
3,000;0,2319;0,15;-0,16
3,025;0,2355;0,14;-0,44
3,050;0,2390;0,12;-0,69
3,075;0,2418;0,10;-0,90
3,100;0,2442;0,08;-1,07
3,125;0,2458;0,05;-1,19
3,150;0,2466;0,02;-1,25
3,175;0,2467;-0,02;-1,25
3,200;0,2458;-0,05;-1,18
3,225;0,2443;-0,07;-1,07
3,250;0,2421;-0,10;-0,91
3,275;0,2392;-0,12;-0,70
3,300;0,2359;-0,14;-0,46
3,325;0,2323;-0,14;-0,19
3,350;0,2285;-0,15;0,08
3,375;0,2249;-0,14;0,35
3,400;0,2214;-0,13;0,61
3,425;0,2183;-0,11;0,83
3,450;0,2159;-0,09;1,01
3,475;0,2140;-0,06;1,13
3,500;0,2129;-0,03;1,20
3,525;0,2126;0,00;1,23
3,550;0,2131;0,03;1,22
3,575;0,2143;0,06;1,13
3,600;0,2163;0,09;0,98
3,625;0,2190;0,11;0,76
3,650;0,2221;0,13;0,53
3,675;0,2256;0,14;0,30
3,700;0,2294;0,15;0,05
3,725;0,2330;0,14;-0,22
3,750;0,2366;0,13;-0,50
3,775;0,2399;0,12;-0,76
3,800;0,2426;0,10;-0,97
3,825;0,2447;0,07;-1,12
3,850;0,2461;0,04;-1,21
3,875;0,2467;0,01;-1,25
3,900;0,2465;-0,02;-1,23
3,925;0,2455;-0,06;-1,15
3,950;0,2436;-0,08;-1,01
3,975;0,2412;-0,11;-0,85
4,000;0,2383;-0,13;-0,64
4,025;0,2349;-0,14;-0,39
4,050;0,2311;-0,15;-0,11
4,075;0,2275;-0,14;0,15
4,100;0,2239;-0,14;0,42
4,125;0,2204;-0,12;0,69
4,150;0,2175;-0,10;0,91
4,175;0,2152;-0,08;1,06
4,200;0,2136;-0,05;1,15
4,225;0,2128;-0,02;1,22
4,250;0,2126;0,01;1,25
4,275;0,2134;0,05;1,19
4,300;0,2149;0,07;1,06
4,325;0,2172;0,10;0,90
4,350;0,2199;0,12;0,72
4,375;0,2232;0,14;0,49
4,400;0,2268;0,14;0,21
4,425;0,2306;0,15;-0,07
4,450;0,2342;0,14;-0,33
4,475;0,2376;0,13;-0,57
4,500;0,2407;0,11;-0,81
4,525;0,2433;0,09;-1,02
4,550;0,2452;0,06;-1,16
4,575;0,2463;0,03;-1,22
4,600;0,2467;0,00;-1,23
4,625;0,2462;-0,03;-1,20
4,650;0,2450;-0,06;-1,11
4,675;0,2429;-0,09;-0,98
4,700;0,2404;-0,11;-0,79
4,725;0,2373;-0,13;-0,55
4,750;0,2337;-0,14;-0,29
4,775;0,2301;-0,14;-0,04
4,800;0,2264;-0,14;0,22
4,825;0,2228;-0,13;0,48
4,850;0,2195;-0,12;0,74
4,875;0,2168;-0,10;0,96
4,900;0,2147;-0,07;1,11
4,925;0,2133;-0,04;1,19
4,950;0,2126;-0,01;1,22
4,975;0,2129;0,02;1,21
5,000;0,2138;0,05;1,16
5,025;0,2155;0,08;1,05
5,050;0,2178;0,11;0,88
5,075;0,2209;0,13;0,64
5,100;0,2242;0,14;0,38
5,125;0,2280;0,14;0,12
5,150;0,2316;0,14;-0,14
5,175;0,2352;0,14;-0,41
5,200;0,2387;0,12;-0,67
5,225;0,2416;0,10;-0,88
5,250;0,2438;0,08;-1,04
5,275;0,2456;0,05;-1,16
5,300;0,2465;0,02;-1,23
5,325;0,2467;-0,01;-1,24
5,350;0,2458;-0,04;-1,18
5,375;0,2445;-0,07;-1,08
5,400;0,2423;-0,10;-0,92
5,425;0,2395;-0,12;-0,73
5,450;0,2363;-0,13;-0,49
5,475;0,2326;-0,14;-0,23
5,500;0,2290;-0,15;0,05
5,525;0,2252;-0,14;0,33
5,550;0,2218;-0,13;0,59
5,575;0,2187;-0,11;0,81
5,600;0,2163;-0,09;0,99
5,625;0,2142;-0,06;1,12
5,650;0,2131;-0,03;1,20
5,675;0,2128;3,77E-4;1,23
5,700;0,2131;0,03;1,22
5,725;0,2143;0,06;1,13
5,750;0,2163;0,09;0,98
5,775;0,2189;0,11;0,77
5,800;0,2220;0,13;0,55
5,825;0,2254;0,14;0,31
5,850;0,2290;0,14;0,05
5,875;0,2328;0,14;-0,22
5,900;0,2362;0,13;-0,48
5,925;0,2395;0,12;-0,72
5,950;0,2423;0,10;-0,92
5,975;0,2444;0,07;-1,07
6,000;0,2459;0,04;-1,18
6,025;0,2465;0,01;-1,24
6,050;0,2465;-0,02;-1,24
6,075;0,2455;-0,05;-1,17
6,100;0,2438;-0,08;-1,03
6,125;0,2414;-0,10;-0,85
6,150;0,2385;-0,12;-0,65
6,175;0,2352;-0,14;-0,41
6,200;0,2314;-0,14;-0,12
6,225;0,2278;-0,14;0,15
6,250;0,2242;-0,14;0,40
6,275;0,2209;-0,12;0,62
6,300;0,2180;-0,10;0,84
6,325;0,2156;-0,08;1,03
6,350;0,2138;-0,05;1,16
6,375;0,2129;-0,02;1,22
6,400;0,2127;0,01;1,23
6,425;0,2134;0,04;1,19
6,450;0,2148;0,07;1,10
6,475;0,2170;0,10;0,93
6,500;0,2197;0,12;0,72
6,525;0,2230;0,13;0,48
6,550;0,2264;0,14;0,23
6,575;0,2302;0,14;-0,04
6,600;0,2338;0,14;-0,31
6,625;0,2373;0,13;-0,56
6,650;0,2404;0,11;-0,79
6,675;0,2430;0,09;-0,98
6,700;0,2449;0,06;-1,12
6,725;0,2461;0,03;-1,20
6,750;0,2465;8,83E-4;-1,22
6,775;0,2462;-0,03;-1,20
6,800;0,2450;-0,06;-1,13
6,825;0,2431;-0,09;-0,99
6,850;0,2405;-0,11;-0,79
6,875;0,2375;-0,13;-0,56
6,900;0,2340;-0,14;-0,31
6,925;0,2304;-0,14;-0,07
6,950;0,2268;-0,14;0,19
6,975;0,2232;-0,13;0,47
7,000;0,2199;-0,12;0,72
7,025;0,2171;-0,10;0,92
7,050;0,2150;-0,07;1,07
7,075;0,2135;-0,04;1,18
7,100;0,2128;-0,01;1,24
7,125;0,2129;0,02;1,23
7,150;0,2138;0,05;1,16
7,175;0,2155;0,08;1,03
7,200;0,2179;0,10;0,86
7,225;0,2206;0,12;0,66
7,250;0,2240;0,14;0,41
7,275;0,2276;0,14;0,15
7,300;0,2312;0,14;-0,11
7,325;0,2349;0,14;-0,37
7,350;0,2383;0,13;-0,63
7,375;0,2412;0,11;-0,87
7,400;0,2437;0,08;-1,05
7,425;0,2454;0,05;-1,17
7,450;0,2463;0,02;-1,22
7,475;0,2465;-0,01;-1,21
7,500;0,2458;-0,04;-1,16
7,525;0,2445;-0,07;-1,08
7,550;0,2424;-0,09;-0,94
7,575;0,2397;-0,12;-0,73
7,600;0,2364;-0,13;-0,50
7,625;0,2330;-0,14;-0,25
7,650;0,2294;-0,14;0,01
7,675;0,2256;-0,14;0,29
7,700;0,2221;-0,13;0,57
7,725;0,2190;-0,11;0,80
7,750;0,2164;-0,09;0,97
7,775;0,2145;-0,06;1,09
7,800;0,2133;-0,03;1,18
7,825;0,2128;0,00;1,24
7,850;0,2131;0,03;1,23
7,875;0,2143;0,06;1,13
7,900;0,2161;0,09;0,97
7,925;0,2187;0,11;0,80
7,950;0,2216;0,13;0,59
7,975;0,2250;0,14;0,34
8,000;0,2288;0,14;0,05
8,025;0,2325;0,14;-0,22
8,050;0,2359;0,13;-0,45
8,075;0,2392;0,12;-0,67
8,100;0,2419;0,10;-0,88
8,125;0,2442;0,07;-1,07
8,150;0,2458;0,04;-1,20
8,175;0,2465;0,01;-1,24
8,200;0,2463;-0,02;-1,21
8,225;0,2455;-0,05;-1,14
8,250;0,2440;-0,08;-1,05
8,275;0,2416;-0,10;
8,300;0,2388;-0,12;
8,325;0,2354;;
