"Time (s) Run #1";"Position (m) Run #1";"Velocity (m/s) Run #1";"Acceleration (m/s²) Run #1"
2,675;0,2895;-0,01;-1,57
2,700;0,2887;-0,05;-1,47
2,725;0,2868;-0,09;-1,26
2,750;0,2843;-0,12;-0,96
2,775;0,2808;-0,14;-0,59
2,800;0,2772;-0,15;-0,19
2,825;0,2734;-0,15;0,23
2,850;0,2696;-0,13;0,64
2,875;0,2665;-0,11;0,99
2,900;0,2639;-0,08;1,28
2,925;0,2621;-0,05;1,47
2,950;0,2614;-0,01;1,56
2,975;0,2617;0,03;1,53
3,000;0,2631;0,07;1,39
3,025;0,2653;0,10;1,13
3,050;0,2684;0,13;0,78
3,075;0,2720;0,14;0,37
3,100;0,2758;0,15;-0,03
3,125;0,2794;0,14;-0,43
3,150;0,2830;0,13;-0,82
3,175;0,2860;0,10;-1,16
3,200;0,2881;0,07;-1,40
3,225;0,2893;0,03;-1,54
3,250;0,2895;-0,01;-1,56
3,275;0,2887;-0,05;-1,48
3,300;0,2868;-0,09;-1,26
3,325;0,2841;-0,12;-0,95
3,350;0,2808;-0,14;-0,58
3,375;0,2770;-0,15;-0,17
3,400;0,2733;-0,15;0,24
3,425;0,2696;-0,13;0,65
3,450;0,2663;-0,11;1,02
3,475;0,2637;-0,08;1,30
3,500;0,2621;-0,05;1,48
3,525;0,2614;-0,01;1,55
3,550;0,2617;0,03;1,52
3,575;0,2631;0,07;1,37
3,600;0,2655;0,10;1,11
3,625;0,2684;0,13;0,78
3,650;0,2720;0,14;0,39
3,675;0,2758;0,15;-0,03
3,700;0,2796;0,14;-0,45
3,725;0,2830;0,12;-0,84
3,750;0,2860;0,10;-1,15
3,775;0,2881;0,07;-1,39
3,800;0,2893;0,03;-1,53
3,825;0,2895;-0,01;-1,56
3,850;0,2887;-0,05;-1,48
3,875;0,2868;-0,09;-1,26
3,900;0,2841;-0,12;-0,95
3,925;0,2808;-0,14;-0,57
3,950;0,2770;-0,15;-0,15
3,975;0,2733;-0,14;0,26
4,000;0,2696;-0,13;0,64
4,025;0,2665;-0,11;0,97
4,050;0,2639;-0,08;1,26
4,075;0,2621;-0,05;1,49
4,100;0,2614;-0,01;1,58
4,125;0,2617;0,03;1,53
4,150;0,2633;0,07;1,34
4,175;0,2655;0,10;1,09
4,200;0,2684;0,13;0,78
4,225;0,2720;0,14;0,40
4,250;0,2758;0,15;-0,02
4,275;0,2796;0,14;-0,46
4,300;0,2830;0,12;-0,86
4,325;0,2860;0,10;-1,18
4,350;0,2881;0,06;-1,40
4,375;0,2891;0,03;-1,51
4,400;0,2893;-0,01;-1,53
4,425;0,2885;-0,05;-1,44
4,450;0,2866;-0,09;-1,23
4,475;0,2839;-0,12;-0,92
4,500;0,2806;-0,14;-0,56
4,525;0,2770;-0,14;-0,18
4,550;0,2733;-0,14;0,22
4,575;0,2696;-0,13;0,64
4,600;0,2663;-0,11;1,02
4,625;0,2639;-0,08;1,30
4,650;0,2621;-0,04;1,47
4,675;0,2616;-0,01;1,53
4,700;0,2619;0,03;1,49
4,725;0,2633;0,07;1,34
4,750;0,2655;0,10;1,10
4,775;0,2686;0,13;0,78
4,800;0,2720;0,14;0,40
4,825;0,2758;0,15;-0,02
4,850;0,2796;0,14;-0,44
4,875;0,2830;0,12;-0,84
4,900;0,2860;0,10;-1,18
4,925;0,2881;0,06;-1,42
4,950;0,2893;0,03;-1,54
4,975;0,2893;-0,01;-1,55
5,000;0,2885;-0,05;-1,44
5,025;0,2866;-0,09;-1,24
5,050;0,2839;-0,12;-0,95
5,075;0,2807;-0,14;-0,57
5,100;0,2769;-0,15;-0,14
5,125;0,2731;-0,14;0,29
5,150;0,2694;-0,13;0,67
5,175;0,2663;-0,11;0,99
5,200;0,2639;-0,08;1,26
5,225;0,2621;-0,05;1,47
5,250;0,2614;-0,01;1,55
5,275;0,2619;0,03;1,51
5,300;0,2633;0,07;1,35
5,325;0,2655;0,10;1,10
5,350;0,2686;0,13;0,75
5,375;0,2722;0,14;0,36
5,400;0,2758;0,15;-0,03
5,425;0,2796;0,14;-0,44
5,450;0,2830;0,12;-0,84
5,475;0,2860;0,10;-1,18
5,500;0,2881;0,06;-1,40
5,525;0,2891;0,03;-1,51
5,550;0,2893;-0,01;-1,53
5,575;0,2885;-0,05;-1,44
5,600;0,2866;-0,09;-1,23
5,625;0,2839;-0,12;-0,92
5,650;0,2806;-0,14;-0,56
5,675;0,2770;-0,14;-0,17
5,700;0,2733;-0,14;0,24
5,725;0,2696;-0,13;0,64
5,750;0,2665;-0,11;0,99
5,775;0,2639;-0,08;1,28
5,800;0,2623;-0,05;1,47
5,825;0,2616;-0,01;1,55
5,850;0,2619;0,03;1,50
5,875;0,2634;0,07;1,34
5,900;0,2656;0,10;1,09
5,925;0,2686;0,13;0,76
5,950;0,2722;0,14;0,37
5,975;0,2759;0,15;-0,04
6,000;0,2796;0,14;-0,45
6,025;0,2830;0,12;-0,83
6,050;0,2860;0,10;-1,17
6,075;0,2881;0,06;-1,42
6,100;0,2891;0,02;-1,54
6,125;0,2893;-0,02;-1,53
6,150;0,2883;-0,05;-1,42
6,175;0,2865;-0,09;-1,22
6,200;0,2839;-0,12;-0,93
6,225;0,2805;-0,14;-0,56
6,250;0,2769;-0,15;-0,16
6,275;0,2731;-0,14;0,26
6,300;0,2694;-0,13;0,67
6,325;0,2663;-0,11;1,03
6,350;0,2637;-0,08;1,31
6,375;0,2623;-0,04;1,47
6,400;0,2616;0,00;1,52
6,425;0,2621;0,03;1,46
6,450;0,2634;0,07;1,32
6,475;0,2656;0,10;1,09
6,500;0,2687;0,13;0,77
6,525;0,2722;0,14;0,39
6,550;0,2759;0,15;-0,04
6,575;0,2797;0,14;-0,48
6,600;0,2832;0,12;-0,87
6,625;0,2860;0,10;-1,17
6,650;0,2881;0,06;-1,38
6,675;0,2891;0,03;-1,50
6,700;0,2893;-0,01;-1,54
6,725;0,2885;-0,05;-1,45
6,750;0,2865;-0,09;-1,23
6,775;0,2839;-0,12;-0,92
6,800;0,2805;-0,14;-0,55
6,825;0,2769;-0,15;-0,15
6,850;0,2731;-0,14;0,26
6,875;0,2694;-0,13;0,67
6,900;0,2663;-0,11;1,03
6,925;0,2637;-0,08;1,31
6,950;0,2623;-0,04;1,47
6,975;0,2616;0,00;1,52
7,000;0,2621;0,03;1,46
7,025;0,2634;0,07;1,34
7,050;0,2656;0,10;
7,075;0,2687;0,13;
7,100;0,2722;;
