"Time (s) Run #1";"Position (m) Run #1";"Velocity (m/s) Run #1";"Acceleration (m/s²) Run #1"
1,875;0,2260;0,05;-1,24
1,900;0,2267;0,01;-1,28
1,925;0,2267;-0,02;-1,27
1,950;0,2259;-0,05;-1,22
1,975;0,2242;-0,08;-1,12
2,000;0,2218;-0,11;-0,98
2,025;0,2189;-0,13;-0,81
2,050;0,2153;-0,15;-0,60
2,075;0,2113;-0,16;-0,38
2,100;0,2072;-0,17;-0,14
2,125;0,2031;-0,17;0,18
2,150;0,1986;-0,16;0,54
2,175;0,1948;-0,14;0,84
2,200;0,1915;-0,11;0,96
2,225;0,1892;-0,09;0,99
2,250;0,1872;-0,07;1,08
2,275;0,1858;-0,04;1,22
2,300;0,1851;0,00;1,29
2,325;0,1857;0,03;1,23
2,350;0,1869;0,06;1,15
2,375;0,1885;0,09;1,07
2,400;0,1912;0,11;0,95
2,425;0,1945;0,14;0,77
2,450;0,1981;0,15;0,54
2,475;0,2020;0,16;0,27
2,500;0,2065;0,17;-0,03
2,525;0,2106;0,16;-0,33
2,550;0,2146;0,15;-0,58
2,575;0,2182;0,13;-0,79
2,600;0,2213;0,11;-0,96
2,625;0,2237;0,08;-1,09
2,650;0,2255;0,05;-1,19
2,675;0,2265;0,02;-1,27
2,700;0,2267;-0,01;-1,30
2,725;0,2260;-0,04;-1,26
2,750;0,2245;-0,07;-1,14
2,775;0,2223;-0,10;-0,99
2,800;0,2194;-0,12;-0,82
2,825;0,2161;-0,14;-0,63
2,850;0,2122;-0,16;-0,40
2,875;0,2082;-0,16;-0,14
2,900;0,2039;-0,16;0,13
2,925;0,2000;-0,16;0,39
2,950;0,1960;-0,14;0,63
2,975;0,1927;-0,12;0,83
3,000;0,1898;-0,10;1,00
3,025;0,1875;-0,07;1,15
3,050;0,1861;-0,04;1,24
3,075;0,1852;-0,01;1,28
3,100;0,1856;0,02;1,27
3,125;0,1866;0,05;1,24
3,150;0,1879;0,08;1,15
3,175;0,1909;0,11;0,95
3,200;0,1939;0,13;0,69
3,225;0,1975;0,15;0,48
3,250;0,2013;0,16;0,31
3,275;0,2053;0,16;0,11
3,300;0,2096;0,16;-0,18
3,325;0,2137;0,15;-0,49
3,350;0,2173;0,14;-0,74
3,375;0,2206;0,12;-0,93
3,400;0,2232;0,09;-1,07
3,425;0,2251;0,06;-1,18
3,450;0,2263;0,03;-1,27
3,475;0,2267;0,00;-1,30
3,500;0,2262;-0,04;-1,26
3,525;0,2249;-0,07;-1,17
3,550;0,2228;-0,09;-1,03
3,575;0,2201;-0,12;-0,86
3,600;0,2168;-0,14;-0,66
3,625;0,2130;-0,15;-0,44
3,650;0,2091;-0,16;-0,21
3,675;0,2050;-0,16;0,05
3,700;0,2008;-0,16;0,32
3,725;0,1968;-0,15;0,57
3,750;0,1934;-0,13;0,78
3,775;0,1905;-0,11;0,96
3,800;0,1879;-0,08;1,13
3,825;0,1863;-0,05;1,25
3,850;0,1854;-0,02;1,29
3,875;0,1854;0,02;1,29
3,900;0,1862;0,05;1,24
3,925;0,1878;0,08;1,14
3,950;0,1902;0,11;0,97
3,975;0,1933;0,13;0,77
4,000;0,1967;0,14;0,56
4,025;0,2005;0,16;0,36
4,050;0,2046;0,16;0,12
4,075;0,2087;0,16;-0,15
4,100;0,2128;0,16;-0,44
4,125;0,2166;0,14;-0,68
4,150;0,2199;0,12;-0,87
4,175;0,2227;0,10;-1,03
4,200;0,2248;0,07;-1,16
4,225;0,2262;0,04;-1,26
4,250;0,2267;0,00;-1,30
4,275;0,2264;-0,03;-1,26
4,300;0,2252;-0,06;-1,17
4,325;0,2233;-0,09;-1,06
4,350;0,2208;-0,11;-0,93
4,375;0,2177;-0,13;-0,76
4,400;0,2139;-0,15;-0,52
4,425;0,2099;-0,16;-0,21
4,450;0,2056;-0,16;0,09
4,475;0,2015;-0,16;0,29
4,500;0,1979;-0,15;0,45
4,525;0,1943;-0,14;0,66
4,550;0,1910;-0,12;0,93
4,575;0,1880;-0,09;1,15
4,600;0,1866;-0,06;1,25
4,625;0,1856;-0,02;1,29
4,650;0,1850;0,01;1,29
4,675;0,1861;0,04;1,19
4,700;0,1874;0,07;1,06
4,725;0,1897;0,09;0,99
4,750;0,1921;0,12;0,93
4,775;0,1953;0,14;0,75
4,800;0,1996;0,16;0,43
4,825;0,2036;0,16;0,11
4,850;0,2077;0,16;-0,15
4,875;0,2118;0,16;-0,38
4,900;0,2156;0,14;-0,60
4,925;0,2191;0,13;-0,81
4,950;0,2220;0,10;-0,99
4,975;0,2242;0,08;-1,13
5,000;0,2258;0,05;-1,23
5,025;0,2265;0,01;-1,28
5,050;0,2266;-0,02;-1,29
5,075;0,2255;-0,05;-1,22
5,100;0,2238;-0,08;-1,10
5,125;0,2214;-0,11;-0,95
5,150;0,2184;-0,13;-0,78
5,175;0,2149;-0,15;-0,59
5,200;0,2110;-0,16;-0,37
5,225;0,2068;-0,17;-0,10
5,250;0,2025;-0,17;0,23
5,275;0,1984;-0,16;0,56
5,300;0,1946;-0,14;0,82
5,325;0,1915;-0,11;0,95
5,350;0,1891;-0,09;1,01
5,375;0,1872;-0,06;1,09
5,400;0,1859;-0,03;1,21
5,425;0,1852;-7,47E-4;1,29
5,450;0,1859;0,03;1,23
5,475;0,1871;0,06;1,09
5,500;0,1892;0,09;0,99
5,525;0,1914;0,11;0,93
5,550;0,1946;0,13;0,81
5,575;0,1982;0,15;0,58
5,600;0,2023;0,17;0,25
5,625;0,2068;0,17;-0,08
5,650;0,2108;0,16;-0,36
5,675;0,2147;0,15;-0,59
5,700;0,2184;0,13;-0,79
5,725;0,2213;0,11;-0,96
5,750;0,2237;0,08;-1,09
5,775;0,2255;0,05;-1,18
5,800;0,2263;0,02;-1,25
5,825;0,2265;-0,01;-1,27
5,850;0,2259;-0,04;-1,24
5,875;0,2243;-0,07;-1,15
5,900;0,2221;-0,10;-1,01
5,925;0,2192;-0,12;-0,82
5,950;0,2158;-0,14;-0,61
5,975;0,2120;-0,16;-0,38
6,000;0,2079;-0,16;-0,14
6,025;0,2037;-0,16;0,12
6,050;0,1998;-0,16;0,41
6,075;0,1956;-0,14;0,71
6,100;0,1924;-0,12;0,92
6,125;0,1898;-0,09;1,03
6,150;0,1877;-0,07;1,11
6,175;0,1863;-0,04;1,18
6,200;0,1856;-0,01;1,22
6,225;0,1859;0,02;1,23
6,250;0,1869;0,05;1,22
6,275;0,1883;0,08;1,14
6,300;0,1912;0,11;0,93
6,325;0,1943;0,13;0,68
6,350;0,1979;0,14;0,49
6,375;0,2015;0,16;0,32
6,400;0,2056;0,16;0,08
6,425;0,2099;0,16;-0,23
6,450;0,2139;0,15;-0,52
6,475;0,2175;0,13;-0,74
6,500;0,2206;0,11;-0,91
6,525;0,2232;0,09;-1,06
6,550;0,2251;0,06;-1,17
6,575;0,2262;0,03;-1,25
6,600;0,2265;0,00;-1,29
6,625;0,2260;-0,04;-1,27
6,650;0,2247;-0,07;-1,17
6,675;0,2225;-0,10;-1,01
6,700;0,2197;-0,12;-0,83
6,725;0,2165;-0,14;-0,63
6,750;0,2127;-0,15;-0,41
6,775;0,2087;-0,16;-0,17
6,800;0,2046;-0,16;0,07
6,825;0,2006;-0,16;0,32
6,850;0,1967;-0,14;0,57
6,875;0,1932;-0,13;0,81
6,900;0,1903;-0,10;1,02
6,925;0,1879;-0,08;1,16
6,950;0,1865;-0,04;1,21
6,975;0,1858;-0,01;1,21
7,000;0,1857;0,02;1,22
7,025;0,1866;0,05;1,22
7,050;0,1879;0,08;1,17
7,075;0,1905;0,11;1,01
7,100;0,1936;0,13;0,77
7,125;0,1970;0,15;0,52
7,150;0,2010;0,16;0,30
7,175;0,2049;0,16;0,07
7,200;0,2091;0,16;-0,17
7,225;0,2130;0,15;-0,43
7,250;0,2168;0,14;-0,68
7,275;0,2201;0,12;-0,89
7,300;0,2227;0,09;-1,04
7,325;0,2248;0,06;-1,14
7,350;0,2260;0,04;-1,22
7,375;0,2265;0,00;-1,27
7,400;0,2262;-0,03;-1,26
7,425;0,2250;-0,06;-1,20
7,450;0,2232;-0,09;-1,08
7,475;0,2204;-0,12;-0,92
7,500;0,2173;-0,14;-0,72
7,525;0,2136;-0,15;-0,47
7,550;0,2096;-0,16;-0,18
7,575;0,2053;-0,16;0,09
7,600;0,2015;-0,16;0,29
7,625;0,1975;-0,14;0,47
7,650;0,1941;-0,13;0,70
7,675;0,1910;-0,11;0,96
7,700;0,1880;-0,08;1,16
7,725;0,1868;-0,05;1,22
7,750;0,1858;-0,02;1,23
7,775;0,1856;0,01;1,24
7,800;0,1862;0,04;1,23
7,825;0,1876;0,07;1,16
7,850;0,1900;0,10;1,00
7,875;0,1927;0,12;0,81
7,900;0,1962;0,14;0,60
7,925;0,1999;0,15;0,39
7,950;0,2039;0,16;0,15
7,975;0,2080;0,16;-0,12
8,000;0,2122;0,16;-0,39
8,025;0,2159;0,14;-0,64
8,050;0,2192;0,12;-0,83
8,075;0,2222;0,10;-0,98
8,100;0,2242;0,07;-1,11
8,125;0,2258;0,04;-1,22
8,150;0,2265;0,01;-1,28
8,175;0,2264;-0,02;-1,29
8,200;0,2254;-0,05;
8,225;0,2237;-0,09;
8,250;0,2211;;
