"Time (s) Run #1";"Position (m) Run #1";"Velocity (m/s) Run #1";"Acceleration (m/s²) Run #1"
3,025;0,2276;-0,08;-0,71
3,050;0,2254;-0,09;-0,58
3,075;0,2228;-0,11;-0,39
3,100;0,2199;-0,11;-0,17
3,125;0,2170;-0,12;0,03
3,150;0,2140;-0,11;0,23
3,175;0,2113;-0,10;0,40
3,200;0,2087;-0,09;0,56
3,225;0,2066;-0,08;0,70
3,250;0,2049;-0,06;0,82
3,275;0,2037;-0,03;0,90
3,300;0,2031;-0,01;0,94
3,325;0,2031;0,01;0,94
3,350;0,2038;0,04;0,90
3,375;0,2050;0,06;0,83
3,400;0,2067;0,08;0,71
3,425;0,2091;0,09;0,55
3,450;0,2115;0,11;0,37
3,475;0,2144;0,11;0,18
3,500;0,2173;0,12;-0,02
3,525;0,2203;0,11;-0,22
3,550;0,2230;0,10;-0,40
3,575;0,2256;0,09;-0,56
3,600;0,2277;0,08;-0,70
3,625;0,2294;0,06;-0,81
3,650;0,2306;0,04;-0,89
3,675;0,2312;0,01;-0,93
3,700;0,2312;-0,01;-0,95
3,725;0,2307;-0,04;-0,91
3,750;0,2293;-0,06;-0,81
3,775;0,2276;-0,08;-0,68
3,800;0,2254;-0,09;-0,55
3,825;0,2230;-0,11;-0,40
3,850;0,2201;-0,11;-0,20
3,875;0,2171;-0,12;0,01
3,900;0,2142;-0,11;0,22
3,925;0,2115;-0,10;0,40
3,950;0,2089;-0,09;0,56
3,975;0,2068;-0,08;0,68
4,000;0,2051;-0,06;0,79
4,025;0,2038;-0,04;0,89
4,050;0,2031;-0,01;0,96
4,075;0,2031;0,01;0,96
4,100;0,2038;0,04;0,90
4,125;0,2050;0,06;0,81
4,150;0,2067;0,08;0,69
4,175;0,2089;0,09;0,56
4,200;0,2113;0,11;0,40
4,225;0,2142;0,11;0,20
4,250;0,2172;0,12;-0,03
4,275;0,2201;0,11;-0,23
4,300;0,2228;0,10;-0,39
4,325;0,2253;0,09;-0,52
4,350;0,2275;0,08;-0,66
4,375;0,2292;0,06;-0,78
4,400;0,2305;0,04;-0,88
4,425;0,2312;0,01;-0,93
4,450;0,2312;-0,01;-0,95
4,475;0,2307;-0,03;-0,93
4,500;0,2295;-0,06;-0,85
4,525;0,2278;-0,08;-0,72
4,550;0,2256;-0,09;-0,56
4,575;0,2230;-0,11;-0,37
4,600;0,2202;-0,11;-0,19
4,625;0,2173;-0,11;0,00
4,650;0,2144;-0,11;0,20
4,675;0,2116;-0,10;0,39
4,700;0,2090;-0,09;0,54
4,725;0,2070;-0,08;0,67
4,750;0,2052;-0,06;0,79
4,775;0,2038;-0,04;0,89
4,800;0,2033;-0,01;0,94
4,825;0,2033;0,01;0,93
4,850;0,2038;0,03;0,89
4,875;0,2050;0,06;0,81
4,900;0,2067;0,08;0,71
4,925;0,2087;0,09;0,57
4,950;0,2113;0,10;0,40
4,975;0,2141;0,11;0,21
5,000;0,2170;0,11;0,01
5,025;0,2199;0,11;-0,19
5,050;0,2227;0,10;-0,37
5,075;0,2253;0,09;-0,53
5,100;0,2273;0,08;-0,68
5,125;0,2292;0,06;-0,81
5,150;0,2305;0,04;-0,89
5,175;0,2310;0,01;-0,92
5,200;0,2312;-0,01;-0,93
5,225;0,2305;-0,03;-0,90
5,250;0,2295;-0,06;-0,83
5,275;0,2278;-0,08;-0,71
5,300;0,2256;-0,09;-0,55
5,325;0,2232;-0,10;-0,39
5,350;0,2204;-0,11;-0,22
5,375;0,2175;-0,11;-0,03
5,400;0,2146;-0,11;0,17
5,425;0,2118;-0,11;0,36
5,450;0,2092;-0,09;0,54
5,475;0,2070;-0,08;0,69
5,500;0,2052;-0,06;0,81
5,525;0,2040;-0,04;0,89
5,550;0,2033;-0,01;0,93
5,575;0,2033;0,01;0,93
5,600;0,2038;0,03;0,89
5,625;0,2050;0,05;0,81
5,650;0,2065;0,07;0,71
5,675;0,2087;0,09;0,57
5,700;0,2111;0,10;0,41
5,725;0,2139;0,11;0,23
5,750;0,2168;0,11;0,03
5,775;0,2197;0,11;-0,17
5,800;0,2225;0,11;-0,35
5,825;0,2251;0,09;-0,52
5,850;0,2273;0,08;-0,68
5,875;0,2291;0,06;-0,80
5,900;0,2305;0,04;-0,89
5,925;0,2310;0,02;-0,92
5,950;0,2312;-0,01;-0,93
5,975;0,2307;-0,03;-0,90
6,000;0,2295;-0,05;-0,83
6,025;0,2280;-0,07;-0,72
6,050;0,2257;-0,09;-0,57
6,075;0,2233;-0,10;-0,41
6,100;0,2206;-0,11;-0,23
6,125;0,2177;-0,11;-0,03
6,150;0,2147;-0,11;0,16
6,175;0,2120;-0,11;0,34
6,200;0,2094;-0,10;0,51
6,225;0,2071;-0,08;0,68
6,250;0,2052;-0,06;0,82
6,275;0,2040;-0,04;0,91
6,300;0,2033;-0,01;0,93
6,325;0,2033;0,01;0,92
6,350;0,2038;0,03;0,88
6,375;0,2048;0,05;0,81
6,400;0,2065;0,07;0,71
6,425;0,2086;0,09;0,58
6,450;0,2110;0,10;0,42
6,475;0,2137;0,11;0,24
6,500;0,2166;0,11;0,04
6,525;0,2196;0,11;-0,16
6,550;0,2223;0,11;-0,34
6,575;0,2249;0,10;-0,51
6,600;0,2272;0,08;-0,67
6,625;0,2291;0,06;-0,80
6,650;0,2303;0,04;-0,88
6,675;0,2310;0,02;-0,92
6,700;0,2312;-0,01;-0,93
6,725;0,2307;-0,03;-0,91
6,750;0,2297;-0,05;-0,84
6,775;0,2280;-0,07;-0,71
6,800;0,2259;-0,09;-0,58
6,825;0,2235;-0,10;-0,43
6,850;0,2208;-0,11;-0,24
6,875;0,2178;-0,11;-0,04
6,900;0,2149;-0,11;0,16
6,925;0,2121;-0,11;0,33
6,950;0,2096;-0,10;0,49
6,975;0,2073;-0,08;0,65
7,000;0,2054;-0,06;0,80
7,025;0,2040;-0,04;0,91
7,050;0,2033;-0,02;0,94
7,075;0,2033;0,01;0,92
7,100;0,2036;0,03;0,88
7,125;0,2048;0,05;0,83
7,150;0,2062;0,07;0,74
7,175;0,2084;0,09;0,61
7,200;0,2108;0,10;0,43
7,225;0,2136;0,11;0,23
7,250;0,2165;0,11;0,03
7,275;0,2194;0,11;-0,16
7,300;0,2222;0,11;-0,34
7,325;0,2247;0,10;-0,50
7,350;0,2270;0,08;-0,65
7,375;0,2289;0,06;-0,77
7,400;0,2301;0,04;-0,86
7,425;0,2310;0,02;-0,92
7,450;0,2312;-0,01;-0,94
7,475;0,2307;-0,03;-0,90
7,500;0,2297;-0,05;-0,83
7,525;0,2281;-0,07;-0,73
7,550;0,2261;-0,09;-0,61
7,575;0,2237;-0,10;-0,45
7,600;0,2209;-0,11;-0,25
7,625;0,2180;-0,11;-0,04
7,650;0,2151;-0,11;0,16
7,675;0,2123;-0,11;0,33
7,700;0,2097;-0,10;0,49
7,725;0,2075;-0,08;0,64
7,750;0,2056;-0,06;0,79
7,775;0,2042;-0,04;0,89
7,800;0,2035;-0,02;0,93
7,825;0,2033;0,01;0,92
7,850;0,2038;0,03;0,88
7,875;0,2048;0,05;0,83
7,900;0,2062;0,07;0,74
7,925;0,2084;0,09;0,59
7,950;0,2108;0,10;0,42
7,975;0,2134;0,11;0,25
8,000;0,2163;0,11;0,06
8,025;0,2192;0,11;-0,14
8,050;0,2220;0,11;-0,32
8,075;0,2246;0,10;-0,48
8,100;0,2268;0,08;-0,64
8,125;0,2287;0,06;-0,78
8,150;0,2301;0,04;-0,87
8,175;0,2308;0,02;-0,91
8,200;0,2310;0,00;-0,92
8,225;0,2307;-0,03;-0,90
8,250;0,2297;-0,05;-0,85
8,275;0,2281;-0,07;-0,75
8,300;0,2261;-0,09;-0,59
8,325;0,2237;-0,10;-0,42
8,350;0,2209;-0,11;-0,24
8,375;0,2182;-0,11;-0,07
8,400;0,2152;-0,11;0,10
8,425;0,2125;-0,11;0,30
8,450;0,2097;-0,10;0,51
8,475;0,2075;-0,08;0,68
8,500;0,2056;-0,06;0,79
8,525;0,2044;-0,04;0,87
8,550;0,2035;-0,02;0,92
8,575;0,2033;0,01;0,92
8,600;0,2038;0,03;0,87
8,625;0,2048;0,05;0,81
8,650;0,2062;0,07;0,74
8,675;0,2082;0,09;0,62
8,700;0,2106;0,10;0,44
8,725;0,2134;0,11;0,25
8,750;0,2161;0,11;0,07
8,775;0,2191;0,11;-0,10
8,800;0,2218;0,11;-0,29
8,825;0,2246;0,10;-0,49
8,850;0,2268;0,08;-0,67
8,875;0,2287;0,06;
8,900;0,2301;0,04;
8,925;0,2308;;
