"Time (s) Run #1";"Position (m) Run #1";"Velocity (m/s) Run #1";"Acceleration (m/s²) Run #1"
4,875;0,2619;-0,14;0,27
4,900;0,2584;-0,13;0,60
4,925;0,2553;-0,11;0,90
4,950;0,2527;-0,08;1,16
4,975;0,2510;-0,05;1,35
5,000;0,2501;-0,01;1,44
5,025;0,2502;0,02;1,42
5,050;0,2512;0,06;1,30
5,075;0,2531;0,09;1,12
5,100;0,2558;0,11;0,86
5,125;0,2589;0,13;0,57
5,150;0,2625;0,14;0,22
5,175;0,2663;0,14;-0,17
5,200;0,2699;0,13;-0,56
5,225;0,2732;0,12;-0,88
5,250;0,2758;0,09;-1,12
5,275;0,2777;0,06;-1,29
5,300;0,2788;0,02;-1,40
5,325;0,2790;-0,01;-1,43
5,350;0,2782;-0,05;-1,36
5,375;0,2765;-0,08;-1,18
5,400;0,2739;-0,11;-0,92
5,425;0,2708;-0,13;-0,61
5,450;0,2674;-0,14;-0,28
5,475;0,2636;-0,14;0,08
5,500;0,2600;-0,14;0,44
5,525;0,2567;-0,12;0,78
5,550;0,2538;-0,10;1,06
5,575;0,2517;-0,07;1,27
5,600;0,2504;-0,03;1,40
5,625;0,2501;0,00;1,44
5,650;0,2506;0,04;1,39
5,675;0,2523;0,08;1,23
5,700;0,2545;0,10;0,99
5,725;0,2576;0,13;0,69
5,750;0,2610;0,14;0,36
5,775;0,2646;0,14;0,00
5,800;0,2684;0,14;-0,38
5,825;0,2718;0,13;-0,73
5,850;0,2748;0,10;-1,02
5,875;0,2770;0,07;-1,22
5,900;0,2784;0,04;-1,35
5,925;0,2792;0,00;-1,42
5,950;0,2787;-0,03;-1,41
5,975;0,2775;-0,07;-1,30
6,000;0,2753;-0,10;-1,07
6,025;0,2724;-0,12;-0,76
6,050;0,2689;-0,14;-0,42
6,075;0,2653;-0,14;-0,07
6,100;0,2617;-0,14;0,27
6,125;0,2581;-0,13;0,63
6,150;0,2550;-0,11;0,95
6,175;0,2525;-0,08;1,20
6,200;0,2508;-0,05;1,35
6,225;0,2501;-0,01;1,42
6,250;0,2502;0,02;1,42
6,275;0,2512;0,06;1,32
6,300;0,2533;0,09;1,12
6,325;0,2560;0,12;0,83
6,350;0,2593;0,13;0,49
6,375;0,2629;0,14;0,15
6,400;0,2665;0,14;-0,19
6,425;0,2701;0,13;-0,52
6,450;0,2732;0,12;-0,85
6,475;0,2760;0,09;-1,15
6,500;0,2779;0,06;-1,35
6,525;0,2788;0,02;-1,43
6,550;0,2788;-0,02;-1,40
6,575;0,2780;-0,05;-1,30
6,600;0,2761;-0,08;-1,13
6,625;0,2738;-0,11;-0,90
6,650;0,2707;-0,13;-0,61
6,675;0,2671;-0,14;-0,31
6,700;0,2634;-0,14;
6,725;0,2598;-0,14;
6,750;0,2564;;
